target_trade_date,ts_code,name,holding_confirmation,plan_time,plan_price,current_price,open_return_pct,high_return_pct,low_return_pct,current_return_pct,sealed_limit_up,guidance_action,guidance_reason,next_checkpoint,forecast_mode,forecast_open_q10_pct,forecast_open_q50_pct,forecast_open_q90_pct,forecast_high_q10_pct,forecast_high_q50_pct,forecast_high_q90_pct,forecast_low_q10_pct,forecast_low_q50_pct,forecast_low_q90_pct,forecast_close_q10_pct,forecast_close_q50_pct,forecast_close_q90_pct,manual_execution_only,order_routing_enabled
20260720,301092.SZ,争光股份,待人工确认实际持仓,2026-07-17 14:25:40,60.7,49.46,1.1038,1.1038,-18.5173,-18.5173,False,建议风险退出,开盘/盘中已触及-3.0%风险线,由人工立即确认盘口并处理,,,,,,,,,,,,,,True,False
20260720,688432.SH,有研硅,待人工确认实际持仓,2026-07-17 14:34:22,39.97,42.27,0.0751,11.1834,-2.652,5.7543,False,建议人工择机卖出,10:40后仍未封住涨停，按基准退出规则处理,人工核对流动性后执行,,,,,,,,,,,,,,True,False
20260720,000779.SZ,甘咨询,待人工确认实际持仓,2026-07-17 14:46:28,12.16,11.01,-1.3158,-1.2336,-9.4572,-9.4572,False,建议风险退出,开盘/盘中已触及-3.0%风险线,由人工立即确认盘口并处理,,,,,,,,,,,,,,True,False
