buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,tail_profit_score,tail_profit_model_version,amount_ratio_5d,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
1,主票,600460.SH,士兰微,1,38.44,8.0382,半导体,88.252688,tail_profit_v1,1.8749140022352164,3.921920021819142,61.378332625841104,88.252688,85.0,0.0,61.17103882965227,81.06853306509646,81.72323759791115,1.821019771071808,2.15253786872176,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260529,0.0,True,38.0,38.28,34.6,34.6,42.28,-1.144640998959412,-0.41623309053069324,-9.989594172736727,-9.989594172736727,38.0,38.28,34.6,34.6,42.28,20260528,eod_proxy,False
1,主票,300265.SZ,通光线缆,1,22.68,8.103,电气设备,88.8,tail_profit_v1,2.34388723220269,2.5191943002804456,66.03327538746792,88.8,81.1632264319594,15.347094272162385,56.13719042586081,69.47967694955648,67.02997275204359,5.335097001763667,1.8715376553376295,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260601,0.0,True,22.52,23.99,23.71,21.6,27.22,-0.7054673721340388,5.776014109347427,4.541446208112876,-4.761904761904756,22.52,23.99,23.71,21.6,27.22,20260529,eod_proxy,False
1,主票,002859.SZ,洁美科技,1,75.05,8.4538,元器件,88.480392,tail_profit_v1,1.4683848288460255,4.722911329834469,77.56299147430296,88.480392,80.36785275427322,18.528588982907134,90.36701522829847,73.18506216218418,84.86562942008477,1.4257161892072157,2.2386704204885755,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260602,0.0,True,72.62,82.28,80.4,70.1,82.56,-3.237841439040634,9.633577614923382,7.1285809460359895,-6.595602931379085,72.62,82.28,80.4,70.1,82.56,20260601,eod_proxy,False
1,主票,002938.SZ,鹏鼎控股,1,111.89,8.2737,元器件,87.025316,tail_profit_v1,1.0140503742478668,4.257459232383787,73.12064653082705,87.025316,80.87465301873699,16.50138792505205,76.81327250375864,63.48453207474376,86.85376661742984,1.5908481544373965,3.0642635635113047,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260603,0.0,True,112.0,113.47,108.3,105.0,123.08,0.09831084100455634,1.4121011707927345,-3.208508356421491,-6.157833586558226,112.0,113.47,108.3,105.0,123.08,20260602,eod_proxy,False
1,主票,688795.SH,摩尔线程-U,1,667.85,8.3469,半导体,83.768116,tail_profit_v1,1.5392559057878976,3.4173105961497536,64.39448847684658,83.768116,82.71404507000074,0.7227670884180686,76.44545403505214,46.78906376822674,73.51632990214765,3.1204611814030114,1.8819856194127738,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260604,0.0,True,651.5,676.2,655.99,646.0,801.42,-2.4481545257168613,1.2502807516657999,-1.7758478700307,-3.271692745376964,651.5,676.2,655.99,646.0,801.42,20260603,eod_proxy,False
1,主票,688800.SH,瑞可达,1,135.0,8.0086,元器件,89.029851,tail_profit_v1,1.6488537228112974,4.019040157558486,85.04383811383852,89.029851,85.0,0.0,99.89859888901086,73.1175484406624,99.925925925926,0.007407407407411526,3.442991418062946,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260605,0.0,True,134.0,138.6,126.11,125.28,162.0,-0.7407407407407418,2.6666666666666616,-6.585185185185183,-7.199999999999996,134.0,138.6,126.11,125.28,162.0,20260604,eod_proxy,False
1,主票,300136.SZ,信维通信,1,106.33,8.5,元器件,90.905172,tail_profit_v1,1.4267505783076824,4.498868028010009,73.31729711746961,90.905172,85.0,0.0,75.33719983317364,62.19706430077005,77.87979966611015,2.492241136085771,2.1389004514744903,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260608,0.0,True,101.36,110.18,103.65,101.36,127.6,-4.674127715602372,3.6208031599736845,-2.520455186682957,-4.674127715602372,101.36,110.18,103.65,101.36,127.6,20260605,eod_proxy,False
1,主票,300489.SZ,光智科技,1,137.66,9.8205,专用机械,64.926471,tail_profit_v1,1.1908903187781816,2.954456378293861,68.13408650668835,64.926471,85.0,0.0,79.4956607429202,67.96418641012008,83.83152173913045,2.5933459247421187,3.7533916189327776,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260609,0.0,True,141.0,148.52,147.88,137.0,165.19,2.426267615865174,7.889001888711333,7.424088333575485,-0.47944210373382923,141.0,148.52,147.88,137.0,165.19,20260608,eod_proxy,False
1,主票,301217.SZ,铜冠铜箔,1,122.76,8.5411,元器件,87.649007,tail_profit_v1,1.3098722364753983,4.744126256135049,78.54667304106316,87.649007,85.0,0.0,75.2228219168964,81.0610789555706,86.42350557244184,1.0915607689801154,1.9911933313024432,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260610,0.0,True,120.0,131.45,122.8,118.09,147.31,-2.2482893450635477,7.078853046594968,0.032583903551630655,-3.804170739654611,120.0,131.45,122.8,118.09,147.31,20260609,eod_proxy,False
1,主票,300666.SZ,江丰电子,1,243.67,8.3556,半导体,88.809524,tail_profit_v1,1.869150201897142,4.263640303479948,74.47619048068678,88.809524,85.0,0.0,71.18799107506,77.16965752986417,79.21686746987949,2.54852874789675,2.4469203279377627,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260611,1.0,True,255.13,292.4,292.4,255.13,292.4,4.703082037181439,19.998358435589104,19.998358435589104,4.703082037181439,255.13,292.4,292.4,255.13,292.4,20260610,eod_proxy,False
1,主票,300346.SZ,南大光电,1,66.71,8.0849,半导体,91.944444,tail_profit_v1,1.6016448219976511,4.369766526897528,70.77836764133441,91.944444,85.0,0.0,51.433934378400885,81.40634393868551,73.6377025036818,2.683255883675617,1.6301035953686593,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260612,0.0,True,67.2,68.1,59.39,59.11,80.05,0.734522560335793,2.0836456303402695,-10.972867636036565,-11.392594813371304,67.2,68.1,59.39,59.11,80.05,20260611,eod_proxy,False
1,主票,000960.SZ,锡业股份,1,37.65,8.0034,小金属,87.177419,tail_profit_v1,1.5963434306778437,3.4238164368507253,60.80792951402851,87.177419,85.0,0.0,68.11504319650764,56.17590312236474,75.94501718213051,1.8592297476759612,1.354989231873649,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260615,1.0,True,38.88,41.42,41.42,38.7,41.42,3.266932270916345,10.0132802124834,10.0132802124834,2.788844621513964,38.88,41.42,41.42,38.7,41.42,20260612,eod_proxy,False
1,主票,000062.SZ,深圳华强,1,31.12,8.1682,元器件,86.506024,tail_profit_v1,1.099251855619364,3.1927739014867256,75.27490972122813,86.506024,85.0,0.0,77.79401657631695,52.62739157748271,93.77777777777774,0.44987146529562594,2.1555968924390045,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260616,0.0,True,31.12,31.57,31.21,30.8,34.23,0.0,1.4460154241645151,0.2892030848329119,-1.0282776349614386,31.12,31.57,31.21,30.8,34.23,20260615,eod_proxy,False
1,主票,002491.SZ,通鼎互联,1,26.1,8.1641,通信设备,90.445545,tail_profit_v1,1.4673666285973705,3.762926869755909,64.47841674068324,90.445545,85.0,0.0,68.95928843993195,65.4312102638878,83.2699619771864,1.685823754789273,2.286087524493796,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260617,1.0,True,26.11,28.71,28.71,25.66,28.71,0.03831417624520217,9.999999999999986,9.999999999999986,-1.685823754789273,26.11,28.71,28.71,25.66,28.71,20260616,eod_proxy,False
1,主票,001309.SZ,德明利,1,709.62,8.2299,半导体,90.895062,tail_profit_v1,1.6035421441756756,4.252395985844341,68.40723593295836,90.895062,85.0,0.0,78.77350537957126,81.20430842891373,88.0,1.4627547137904706,3.1864360773973477,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260618,0.0,True,702.0,736.0,712.0,698.08,780.58,-1.0738141540542867,3.717482596319166,0.33539077252613403,-1.6262224852737983,702.0,736.0,712.0,698.08,780.58,20260617,eod_proxy,False
1,主票,300223.SZ,北京君正,1,186.05,8.3576,半导体,85.892857,tail_profit_v1,1.6775231668765134,4.117185060853227,65.59689785075844,85.892857,83.5345777233782,5.861689106487154,57.01375025064105,79.45687278998486,74.63768115942038,2.445579145391008,1.6092916568058113,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260622,0.0,True,190.0,193.19,192.75,179.79,223.26,2.1230851921526517,3.837678043536674,3.601182477828524,-3.364686912120407,190.0,193.19,192.75,179.79,223.26,20260618,eod_proxy,False
1,主票,603993.SH,洛阳钼业,1,21.65,8.0339,小金属,92.099237,tail_profit_v1,1.451470298286054,4.089874996648239,77.53441400811717,92.099237,85.0,0.0,93.85239259864369,84.65051457975987,95.71428571428572,0.41570438799076737,3.0461684911946785,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260623,0.0,True,21.6,21.61,19.49,19.49,23.82,-0.2309468822170757,-0.18475750577366945,-9.976905311778294,-9.976905311778294,21.6,21.61,19.49,19.49,23.82,20260622,eod_proxy,False
1,主票,603916.SH,苏博特,1,14.7,8.2474,化工原料,84.375,tail_profit_v1,1.7937137604253508,2.1900703658499427,69.50468596475262,84.375,85.0,0.0,71.37410971009776,71.3496084369069,73.6263736263736,1.6326530612244872,0.9846576597206225,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260624,0.0,True,14.73,15.1,14.78,13.92,16.17,0.20408163265306367,2.7210884353741527,0.5442176870748217,-5.306122448979589,14.73,15.1,14.78,13.92,16.17,20260623,eod_proxy,False
1,主票,002475.SZ,立讯精密,1,75.05,8.2036,元器件,93.782609,tail_profit_v1,2.148619011783416,4.697521644377338,79.49491045021549,93.782609,85.0,0.0,78.97663100786032,77.43547273982057,87.29674796747969,1.6655562958028058,3.3699095541986024,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260625,0.0,True,75.1,75.8,74.42,73.18,82.56,0.06662225183211579,0.9993337774816702,-0.839440373084599,-2.4916722185209683,75.1,75.8,74.42,73.18,82.56,20260624,eod_proxy,False
1,主票,002463.SZ,沪电股份,1,154.99,8.12,元器件,92.714286,tail_profit_v1,1.2750553203000827,5.160315056318467,87.23737823005172,92.714286,85.0,0.0,95.95133565708409,84.65589511137105,91.79424372320881,0.8645719078650194,3.024461579367177,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260626,0.0,True,152.98,155.25,147.28,143.26,170.49,-1.2968578617975512,0.1677527582424565,-4.974514484805481,-7.56823020840055,152.98,155.25,147.28,143.26,170.49,20260625,eod_proxy,False
1,主票,300398.SZ,飞凯材料,1,61.29,8.1715,化工原料,90.0,tail_profit_v1,1.5184337018654759,3.1837567169686,56.8721410517399,90.0,75.42356777556249,38.30572889775006,47.65045287956266,53.076331811379674,68.06722689075629,4.340022842225499,1.664270706623916,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260629,0.0,True,61.48,65.31,64.26,55.27,73.55,0.310001631587542,6.558981889378379,4.845814977973584,-9.822156958720829,61.48,65.31,64.26,55.27,73.55,20260626,eod_proxy,False
1,主票,605111.SH,新洁能,1,90.13,8.4205,半导体,83.80597,tail_profit_v1,1.4131231478184536,3.9690175979743683,68.5730838204534,83.80597,83.77953114822284,4.881875407108644,67.65772537136186,71.36186793580043,79.40251572327041,1.4534561189393225,1.4025876617288713,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260630,1.0,True,90.69,99.14,99.14,89.0,99.14,0.6213247531343669,9.996671474536779,9.996671474536779,-1.253744591146122,90.69,99.14,99.14,89.0,99.14,20260629,eod_proxy,False
1,主票,002463.SZ,沪电股份,1,152.8,8.3227,元器件,89.771635,tail_profit_v1,1.095536861099479,3.6784385292584467,71.36106920379731,89.771635,85.0,0.0,59.147067201510815,70.97834268877563,83.69098712446353,1.4921465968586345,2.098089001737291,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260701,0.0,True,152.8,158.2,145.01,142.0,168.08,0.0,3.5340314136125484,-5.098167539267029,-7.068062827225141,152.8,158.2,145.01,142.0,168.08,20260630,eod_proxy,False
1,主票,605020.SH,永和股份,1,43.99,8.0305,化工原料,91.580882,tail_profit_v1,1.3664960669825552,3.260810594696499,67.6758381397465,91.580882,82.89473684210526,0.0,70.48833928184386,84.29605498209045,78.43665768194079,1.8185951352580165,1.6248267364854518,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260702,1.0,True,42.69,48.39,48.39,41.29,48.39,-2.9552170947942824,10.002273243919069,10.002273243919069,-6.137758581495801,42.69,48.39,48.39,41.29,48.39,20260701,eod_proxy,False
1,主票,603078.SH,江化微,1,56.9,8.0517,半导体,83.275862,tail_profit_v1,1.5169198398011805,4.256917711045658,65.6623528547776,83.275862,76.44605034659835,25.794745982027628,99.01390064811271,67.23649087379259,90.22770398481971,1.8101933216168709,5.227468869436569,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强,20260703,0.0,True,54.44,59.5,56.26,51.21,62.59,-4.323374340949037,4.569420035149396,-1.1247803163444647,-9.999999999999998,54.44,59.5,56.26,51.21,62.59,20260702,eod_proxy,False
1,主票,300953.SZ,震裕科技,1,149.9,8.153,电气设备,83.018018,tail_profit_v1,2.193039633732915,2.7790463767533247,52.83412209493182,83.018018,78.6982058116774,16.78612412171143,38.36131162862643,77.23760166850272,57.45178258328466,4.8565710473649215,0.5702784300570363,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260706,0.0,True,146.08,152.0,142.22,141.83,179.88,-2.548365577051359,1.4009339559706513,-5.123415610406945,-5.383589059372906,146.08,152.0,142.22,141.83,179.88,20260703,eod_proxy,False
1,主票,688172.SH,燕东微,1,76.4,8.2153,半导体,90.625,tail_profit_v1,1.0069562656590856,2.957478874263908,67.496241661844,90.625,82.89473684210526,0.0,78.31428754449894,40.55336913186386,77.87144362486833,2.7486910994764413,2.362556384261527,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260707,0.0,True,74.88,80.98,77.85,74.2,91.68,-1.9895287958115349,5.994764397905761,1.8979057591622883,-2.8795811518324665,74.88,80.98,77.85,74.2,91.68,20260706,eod_proxy,False
1,主票,603893.SH,瑞芯微,1,190.71,8.2841,半导体,88.552632,tail_profit_v1,1.9751999212570865,4.731048095778963,81.03066784021333,88.552632,85.0,0.0,80.80391934848268,73.94030780383434,80.80101716465363,1.5835561847831636,-0.1436,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260708,1.0,True,200.0,209.78,202.0,197.11,209.78,4.871270515442294,9.999475643647425,5.919983220596703,3.355880656494148,200.0,209.78,202.0,197.11,209.78,20260707,eod_proxy,False
1,主票,688343.SH,云天励飞,1,86.06,8.2924,软件服务,80.714286,tail_profit_v1,1.8380409755321256,2.6651426595534797,61.366095908448536,80.714286,82.10868405391065,3.144211152778418,60.429078186016994,84.81268355274335,65.92865928659289,3.218684638624203,0.2916,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260709,0.0,True,85.98,89.38,88.88,83.89,103.27,-0.09295840111549492,3.857773646293272,3.276783639321401,-2.521496630257958,85.98,89.38,88.88,83.89,103.27,20260708,eod_proxy,False
1,主票,688256.SH,寒武纪,1,1535.01,8.5926,半导体,84.155629,tail_profit_v1,1.5153744696747795,4.709381181462029,77.312083179879,84.155629,85.0,0.0,79.23480418499065,75.48695758076578,91.61935483870968,0.8462485586413049,2.882477921184279,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260710,0.0,True,1542.98,1569.97,1400.0,1400.0,1842.01,0.519214858535122,2.277509592771376,-8.795382440505273,-8.795382440505273,1542.98,1569.97,1400.0,1400.0,1842.01,20260709,eod_proxy,False
