month,plan_days,trade_count,average_count_per_day,daily_avg_open_pct,daily_avg_high_pct,daily_avg_low_pct,daily_avg_close_pct,plan_day_win_rate,cumulative_close_pct,strict5_plan_days,strict5_trade_count,strict5_stock_win_rate,strict5_limitup_rate,strict5_daily_avg_open_pct,strict5_daily_avg_high_pct,strict5_daily_avg_low_pct,strict5_daily_avg_close_pct,strict5_median_close_pct,strict5_plan_day_win_rate,strict5_cumulative_close_pct,strict5_worst_day_close_pct
202603,13,13,1.0,-1.6132,3.3883,-3.4119,1.4277,0.6154,18.716,0,0,0.0,0.0,,,,,,0.0,0.0,
202604,21,21,1.0,0.3535,3.1929,-3.1585,-0.8241,0.381,-17.9799,0,0,0.0,0.0,,,,,,0.0,0.0,
202605,18,18,1.0,-1.0289,2.9961,-4.8444,-1.2216,0.2778,-21.6818,0,0,0.0,0.0,,,,,,0.0,0.0,
202606,21,21,1.0,-0.0647,5.1638,-4.156,1.3456,0.5714,25.3826,0,0,0.0,0.0,,,,,,0.0,0.0,
202607,7,7,1.0,-0.9313,5.4432,-4.6231,0.8648,0.5714,4.9085,0,0,0.0,0.0,,,,,,0.0,0.0,
