rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
20,300798.SZ,锦鸡股份,20260415,2026-04-15,11.18,11.5768,806726043.0,0,0,染料涂料,16.785926312781076,68.74589399480764,72.28106798914938,93.22946766606071,57.39213529679989,86.38176359083106,43.480338241999725,4.501626332737043,56.65478677266276,1.29294620846185,1.29294620846185,54.93430688300947,94.73684210526315,81.769330258921,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,回落大,20260416,1.0,True,11.29,13.42,13.42,11.08,13.42,0.9838998211091132,20.035778175313055,20.035778175313055,-0.8944543828264706,11.29,13.42,13.42,11.08,13.42,20260415,eod_proxy,False
21,300871.SZ,回盛生物,20260415,2026-04-15,27.46,8.4947,758868651.0,0,0,农业综合,16.147029526666568,45.17986130944459,54.673960166204886,84.02403408849898,56.35646834244454,78.14354649435514,40.891170856111366,8.93266295904916,52.28530625370675,1.0923312233026998,1.0923312233026998,42.78592804665191,94.73684210526315,80.66157110234298,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,回落大,20260416,0.0,True,27.25,28.27,27.9,27.01,32.95,-0.7647487254187957,2.949745083758182,1.6023306627822143,-1.638747268754548,27.25,28.27,27.9,27.01,32.95,20260415,eod_proxy,False
22,300088.SZ,长信科技,20260415,2026-04-15,6.81,9.1346,2944994383.0,0,0,元器件,91.1149236362901,27.99343472871596,0.0,85.17887106121537,59.32089061004058,35.473837209302324,98.30222652510143,100.0,49.191574567225416,0.9684884043388301,0.9684884043388301,25.556503800656728,100.0,60.0,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、新高,风险高、位置差、放量急,20260416,1.0,True,6.82,8.17,7.77,6.82,8.17,0.1468428781204123,19.970631424375917,14.09691629955947,0.1468428781204123,6.82,8.17,7.77,6.82,8.17,20260415,eod_proxy,False
23,300880.SZ,迦南智能,20260415,2026-04-15,23.11,9.5261,417382356.0,0,0,电器仪表,17.96366653666816,46.37377551004982,64.74661760141163,79.81899948268347,47.90572054486333,77.31887612391145,15.580718465510108,1.9913457377758785,47.35573840139479,0.9027733367422035,0.9027733367422035,46.07244673330152,94.73684210526315,82.39690040766129,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、均价上,回落大,20260416,0.0,True,22.89,23.2,23.16,22.3,27.73,-0.9519688446559926,0.38944180008653184,0.2163565556036362,-3.5049762007788754,22.89,23.2,23.16,22.3,27.73,20260415,eod_proxy,False
24,301040.SZ,中环海陆,20260415,2026-04-15,32.31,9.0817,323251290.0,0,0,机械基件,24.747487507581614,39.544565484239286,55.09920318727541,70.8144408465098,47.85672019277532,72.20405333753703,4.760410914485303,7.427625470361102,46.08489633414407,0.8594382572005627,0.8594382572005627,41.95064066400448,94.73684210526315,81.03783047451499,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、均价上,回落大,20260416,0.0,True,32.99,35.19,34.88,31.91,38.77,2.1046115753636574,8.913649025069613,7.954193748065608,-1.2380068090374508,32.99,35.19,34.88,31.91,38.77,20260415,eod_proxy,False
25,002060.SZ,广东建工,20260415,2026-04-15,4.05,8.2888,567419982.0,0,0,建筑工程,38.65494495281934,41.097489636749586,71.68224514396165,69.80038489762687,44.67192167766472,76.80711539555668,28.582435693358544,7.802923281245633,46.13359333361164,0.8579389506345051,0.8579389506345051,49.544160530821124,100.0,83.0492691796886,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、热题材,放量急,20260416,0.0,True,4.04,4.04,3.92,3.91,4.46,-0.24691358024691024,-0.24691358024691024,-3.2098765432098775,-3.4567901234567877,4.04,4.04,3.92,3.91,4.46,20260415,eod_proxy,False
26,920230.BJ,欧康医药,20260415,2026-04-15,13.13,8.4228,129971651.0,0,0,生物制药,21.977994643856718,46.02917849539628,78.49056964191192,73.42485222797849,44.15157830235358,80.85759700670614,0.0,0.0,45.78590376627459,0.8495461903024011,0.8495461903024011,49.59932984875698,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260416,0.0,True,12.81,12.83,12.35,12.2,17.06,-2.437166793602441,-2.2848438690022954,-5.940594059405946,-7.083015993907093,12.81,12.83,12.35,12.2,17.06,20260415,eod_proxy,False
27,920564.BJ,天润科技,20260415,2026-04-15,26.01,8.8285,132530008.99999999,0,0,软件服务,37.6230014461215,40.31242972717146,37.0,82.39685768440489,50.4449072426462,68.67252614834857,0.0,55.095150557141345,44.82414197779229,0.8184859239475185,0.8184859239475185,31.70902302646651,94.73684210526315,69.12094920281993,wp_rule_v2_1,disabled,0,0.0,D级,动量上、新高、破平台,位置差、回落大,20260416,0.0,True,26.13,28.1,27.18,25.52,33.81,0.46136101499423265,8.03537101114955,4.498269896193774,-1.883890811226463,26.13,28.1,27.18,25.52,33.81,20260415,eod_proxy,False
28,300097.SZ,智云股份,20260415,2026-04-15,9.83,17.4432,529054462.00000006,0,0,专用机械,29.452158159974037,71.28966943869165,69.70396716554131,91.28489578836972,41.45931310414215,73.71024984549481,25.618457396763077,20.453857604333596,44.755117339264274,0.8163005751978237,0.8163005751978237,52.44532722121591,94.73684210526315,77.78127244102186,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,放量急、爆量,20260416,0.0,True,9.69,10.81,10.5,9.35,11.8,-1.4242115971515812,9.969481180061045,6.815869786368256,-4.883011190233977,9.69,10.81,10.5,9.35,11.8,20260415,eod_proxy,False
29,301055.SZ,张小泉,20260415,2026-04-15,33.0,10.2204,376158288.0,0,0,家居用品,24.099999999999998,69.45931099266363,100.0,33.03072425516349,43.97117156153205,82.9542570458905,11.177928903830136,68.01482445535964,42.611527313559456,0.7460393493724861,0.7460393493724861,39.439024068290074,100.0,67.99629388616009,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、新高,风险高,20260416,0.0,True,32.7,34.3,33.8,31.75,39.6,-0.9090909090909038,3.9393939393939315,2.4242424242424176,-3.7878787878787845,32.7,34.3,33.8,31.75,39.6,20260415,eod_proxy,False
30,688253.SH,英诺特,20260415,2026-04-15,43.1,14.1117,262364381.0,0,0,医疗保健,20.49133204478136,76.34475988778675,84.53491540403074,94.14892953307118,33.38040616093015,82.73806050676605,0.0,8.092454102754282,40.46847303322224,0.6913436060135559,0.6913436060135559,57.00729573523711,94.73684210526315,80.87162331641669,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,放量急,20260416,0.0,True,41.79,42.0,41.34,40.5,51.72,-3.039443155452437,-2.5522041763341052,-4.083526682134564,-6.032482598607891,41.79,42.0,41.34,40.5,51.72,20260415,eod_proxy,False
31,301631.SZ,壹连科技,20260415,2026-04-15,102.99,12.1895,563643275.0,0,0,元器件,91.1149236362901,42.20705798094474,27.595419350834696,91.73857110243948,32.59987935159834,60.64344387651215,28.299698378995842,62.20626211803512,35.81584869592207,0.5694827302464398,0.5694827302464398,43.31977716601077,100.0,69.44843447049122,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、新高,放量急、爆量、回落大,20260416,0.0,True,101.27,106.0,103.3,98.7,123.59,-1.670065054859693,2.9226138460044737,0.3010000970968152,-4.165452956597715,101.27,106.0,103.3,98.7,123.59,20260415,eod_proxy,False
32,300741.SZ,华宝股份,20260415,2026-04-15,17.75,8.6957,285287405.0,0,0,食品,15.91206820531889,27.504782412573082,28.049125788753994,82.2967667776287,23.75479740704157,62.98436837798173,0.0,51.88994564099315,22.04081707981137,0.33782970212755414,0.33782970212755414,18.041529649607565,94.73684210526315,69.92225043185698,wp_rule_v2_1,disabled,0,0.0,D级,动量上、新高、破平台,放量急、爆量、回落大,20260416,0.0,True,17.52,17.52,17.21,16.95,21.3,-1.2957746478873267,-1.2957746478873267,-3.0422535211267587,-4.507042253521131,17.52,17.52,17.21,16.95,21.3,20260415,eod_proxy,False
1,300438.SZ,鹏辉能源,20260416,2026-04-16,68.58,9.0475,4443878884.0,0,0,电气设备,94.82558139534883,60.54820909003445,65.88262541687683,82.4003173803509,95.0,84.11676340887281,100.0,0.0,90.1121365048902,4.785077806640179,4.785077806640179,78.70712168296735,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260417,0.0,True,67.3,69.28,68.98,66.02,82.3,-1.8664333624963558,1.0207057451151913,0.5832604257801188,-3.7328667249927117,67.3,69.28,68.98,66.02,82.3,20260416,eod_proxy,False
2,300502.SZ,新易盛,20260416,2026-04-16,537.5,8.1532,21855620325.0,0,0,通信设备,89.50303936833119,65.62810762433158,89.12677519599615,85.0,91.7501738516742,95.13132170703807,100.0,0.0,89.27958486406219,4.635614354701052,4.635614354701052,83.51487722630081,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260417,0.0,True,550.0,589.98,589.0,542.03,645.0,2.3255813953488413,9.763720930232566,9.58139534883722,0.8427906976744115,550.0,589.98,589.0,542.03,645.0,20260416,eod_proxy,False
3,300738.SZ,奥飞数据,20260416,2026-04-16,25.94,10.8547,3930832577.0,0,0,软件服务,59.66193501240106,82.4162828841402,100.0,89.70344848331283,90.59806661348205,100.0,97.35872838390854,0.0,87.87848744976787,4.394064079244766,4.394064079244766,81.53280273443485,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,个股强、承接好、动量上,风险可控,20260417,0.0,True,25.97,26.1,24.99,24.77,31.13,0.11565150346952713,0.6168080185042335,-3.6622976098689364,-4.5104086353122685,25.97,26.1,24.99,24.77,31.13,20260416,eod_proxy,False
4,300604.SZ,长川科技,20260416,2026-04-16,154.09,9.1212,4617869922.0,0,0,半导体,38.38883752094153,72.23012132598797,98.7036488184575,84.75132455565405,93.79167372825533,98.25750926177338,100.0,0.0,87.2787976026639,4.151557314252936,4.151557314252936,72.08208664295056,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,A级,个股强、承接好、动量上,风险可控,20260417,0.0,True,153.7,153.7,150.7,148.75,184.91,-0.2530988383412369,-0.2530988383412369,-2.2000129794276124,-3.4655071711337526,153.7,153.7,150.7,148.75,184.91,20260416,eod_proxy,False
5,300953.SZ,震裕科技,20260416,2026-04-16,207.86,10.072,2700075665.0,0,0,电气设备,94.82558139534883,59.865893912627904,57.13853746612645,89.21440803856947,88.55268792669958,81.24003958056204,83.88171981674896,0.0,84.99105163835227,3.933625686282305,3.933625686282305,76.68056696554191,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,风险可控,20260417,0.0,True,206.44,211.44,208.47,202.62,249.43,-0.683152121620334,1.7223130953526233,0.2934667564706839,-2.5209275473876636,206.44,211.44,208.47,202.62,249.43,20260416,eod_proxy,False
6,300390.SZ,天华新能,20260416,2026-04-16,85.68,11.374,8871310563.0,0,0,电气设备,94.82558139534883,66.47429447882539,47.26306687249814,63.09291223987884,94.66666666666667,65.99271865647493,100.0,61.87408936302209,83.70444653532668,3.743692827686587,3.743692827686587,58.1259328955334,100.0,69.53147765924447,wp_rule_v2_1,disabled,0,0.0,C级,板块强、量价齐、新高,回落大,20260417,0.0,True,85.0,91.0,87.79,83.7,102.82,-0.7936507936508019,6.209150326797386,2.462651727357601,-2.310924369747902,85.0,91.0,87.79,83.7,102.82,20260416,eod_proxy,False
7,688802.SH,沐曦股份-U,20260416,2026-04-16,736.74,8.3601,3378176171.0,0,0,半导体,38.38883752094153,67.38287363345799,92.9974833703435,77.6641999191596,90.56037489839593,96.50114730855906,91.92175292535151,0.0,83.9750767846469,3.6674711152497483,3.6674711152497483,68.60938118589917,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,725.0,751.0,721.0,713.33,884.09,-1.5935065287618455,1.9355539267584154,-2.136438906534188,-3.177511740912664,725.0,751.0,721.0,713.33,884.09,20260416,eod_proxy,False
8,301123.SZ,奕东电子,20260416,2026-04-16,69.61,11.6439,1513747378.0,0,0,元器件,78.58064238015095,81.82160467103543,98.66656466477086,91.72039739427385,79.5688007988965,99.74190861089252,63.11594994008305,0.0,81.46183717861355,3.433517831776387,3.433517831776387,85.87892206461999,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260417,0.0,True,68.41,70.84,68.53,66.7,83.53,-1.7238902456543692,1.7669875017957137,-1.5515012210889245,-4.180433845711818,68.41,70.84,68.53,66.7,83.53,20260416,eod_proxy,False
9,300684.SZ,中石科技,20260416,2026-04-16,59.64,10.1182,1548827892.0,0,0,元器件,78.58064238015095,71.24308356858111,91.9795274954719,88.8555251782033,79.89764416331758,97.32699654667681,63.93805835113575,0.0,80.38511167435357,3.2935458842819627,3.2935458842819627,81.52253586677087,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260417,0.0,True,59.17,60.98,59.64,58.8,71.57,-0.7880617035546544,2.246814218645188,0.0,-1.4084507042253613,59.17,60.98,59.64,58.8,71.57,20260416,eod_proxy,False
10,300857.SZ,协创数据,20260416,2026-04-16,319.0,13.6485,10263139620.0,0,0,IT设备,28.356421680558157,95.0608287332243,100.0,58.761082175261464,86.6568310095487,82.93148550366843,100.0,16.4070729199267,80.71740102203097,3.243562811991691,3.243562811991691,66.85873105115628,94.73684210526315,78.79296861212359,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、量价齐,风险可控,20260417,0.0,True,309.74,322.0,316.9,305.08,382.8,-2.9028213166144123,0.940438871473348,-0.6583072100313503,-4.3636363636363695,309.74,322.0,316.9,305.08,382.8,20260416,eod_proxy,False
11,301282.SZ,金禄电子,20260416,2026-04-16,45.45,15.0633,1211264956.0,0,0,元器件,78.58064238015095,94.06401210826155,95.46150437298772,92.5449431221826,76.36905192030866,98.21255648324856,55.11657774361341,0.0,79.853693527452,3.226509770127099,3.226509770127099,87.98452394411977,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260417,0.0,True,44.97,47.34,46.4,42.77,54.54,-1.0561056105610644,4.158415841584162,2.0902090209020896,-5.896589658965901,44.97,47.34,46.4,42.77,54.54,20260416,eod_proxy,False
12,688678.SH,福立旺,20260416,2026-04-16,29.2,10.858,948313381.0,0,0,元器件,78.58064238015095,65.76779442886885,69.78579548871726,90.58448775729173,72.85621594309174,88.49250477755238,46.334487800571125,0.0,73.42194996854079,2.512999818285878,2.512999818285878,74.74199602792191,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260417,0.0,True,29.5,31.89,31.2,29.33,35.04,1.0273972602739656,9.212328767123301,6.849315068493156,0.4452054794520599,29.5,31.89,31.2,29.33,35.04,20260416,eod_proxy,False
13,300352.SZ,北信源,20260416,2026-04-16,7.81,11.4123,945991799.0,0,0,软件服务,59.66193501240106,79.40202782710661,100.0,93.21624678559412,70.1531880006124,100.0,46.246531851734424,0.0,72.83304088216396,2.4559313242586525,2.4559313242586525,79.08603093911762,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260417,0.0,True,7.73,7.97,7.88,7.66,9.37,-1.0243277848911547,2.0486555697823317,0.8962868117797784,-1.9206145966709331,7.73,7.97,7.88,7.66,9.37,20260416,eod_proxy,False
14,301086.SZ,鸿富瀚,20260416,2026-04-16,164.61,12.3081,608256580.0,0,0,元器件,78.58064238015095,83.43399277279038,100.0,93.56248138169178,66.48195017278991,100.0,30.398823374816526,0.0,72.16850533976026,2.393050841753539,2.393050841753539,85.43713406269106,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260417,0.0,True,162.01,171.01,168.35,162.01,197.53,-1.5794909179272398,3.8879776441285374,2.2720369357876136,-1.5794909179272398,162.01,171.01,168.35,162.01,197.53,20260416,eod_proxy,False
15,301012.SZ,扬电科技,20260416,2026-04-16,32.82,8.7475,820942851.0,0,0,电气设备,94.82558139534883,50.41862527560518,66.56077663235504,79.98337341962508,71.46355320906893,84.63246475285263,41.158883022672335,0.0,72.14672783569495,2.3910169835805175,2.3910169835805175,73.740801964489,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260417,0.0,True,32.19,36.85,33.98,32.03,39.38,-1.9195612431444298,12.279098110907993,3.5344302254722626,-2.407068860450945,32.19,36.85,33.98,32.03,39.38,20260416,eod_proxy,False
16,300936.SZ,中英科技,20260416,2026-04-16,74.1,11.9335,640953110.0,0,0,元器件,78.58064238015095,74.02178837440374,79.7400545765248,94.28689459376284,67.23349767195492,93.1243223762664,32.27769212272909,0.0,70.71422019086933,2.2608727692137593,2.2608727692137593,78.83590606833627,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260417,0.0,True,73.32,76.96,74.25,70.88,88.92,-1.0526315789473717,3.8596491228070073,0.2024291497975783,-4.345479082321191,73.32,76.96,74.25,70.88,88.92,20260416,eod_proxy,False
17,600338.SH,西藏珠峰,20260416,2026-04-16,20.51,8.0042,2435909455.0,0,0,铅锌,17.777419299301684,64.29754376169268,93.40278493881777,83.90589043558842,72.87365119380337,97.74413379179447,80.18711627237589,0.0,69.2075547068142,2.0938307248566934,2.0938307248566934,60.65332957050613,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,20.51,21.9,21.71,20.5,22.56,0.0,6.777181862506088,5.850804485616767,-0.04875670404681509,20.51,21.9,21.71,20.5,22.56,20260416,eod_proxy,False
18,300491.SZ,通合科技,20260416,2026-04-16,27.75,8.9517,471152914.0,0,0,电气设备,94.82558139534883,58.18695109890177,82.7155812915431,84.4571790406386,63.49341688353364,94.85383891508815,21.23354220883411,0.0,68.16797581541664,2.0464219051362997,2.0464219051362997,79.07527998981034,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260417,0.0,True,27.46,28.0,27.13,26.95,33.3,-1.0450450450450455,0.9009009009008917,-2.2342342342342336,-2.8828828828828867,27.46,28.0,27.13,26.95,33.3,20260416,eod_proxy,False
19,688548.SH,广钢气体,20260416,2026-04-16,26.01,9.0109,944352699.0,0,0,化工原料,30.54046508321448,61.293861424596486,86.99199767496832,87.07236039019627,68.07033897692693,93.78838799712985,46.18430246500083,0.0,66.27554540965163,1.8715378765480146,1.8715378765480146,62.087693752675946,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,25.51,25.7,25.32,25.06,31.21,-1.922337562475973,-1.191849288735114,-2.6528258362168433,-3.652441368704351,25.51,25.7,25.32,25.06,31.21,20260416,eod_proxy,False
20,920493.BJ,并行科技,20260416,2026-04-16,160.99,8.3451,614106788.0,0,0,软件服务,59.66193501240106,52.410898711271635,86.0700316817474,75.33578831352807,63.95149780005583,91.71947495454577,30.74230635034303,0.0,64.7850526231311,1.7920662058317056,1.7920662058317056,66.73001387697339,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,160.3,180.04,174.73,157.51,209.28,-0.42859804956829617,11.833033107646429,8.534691595751287,-2.16162494564881,160.3,180.04,174.73,157.51,209.28,20260416,eod_proxy,False
21,300231.SZ,银信科技,20260416,2026-04-16,11.68,8.9552,554782560.0,0,0,软件服务,59.66193501240106,57.006176054867595,90.89957031789729,71.08607295570522,62.49327826536401,93.84828617061717,27.09675751361346,0.0,64.25941118925115,1.7554347225706546,1.7554347225706546,68.38038801165446,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,11.71,11.8,11.51,11.39,14.02,0.25684931506850806,1.0273972602739878,-1.4554794520547976,-2.482876712328763,11.71,11.8,11.51,11.39,14.02,20260416,eod_proxy,False
22,301369.SZ,联动科技,20260416,2026-04-16,173.82,11.2021,523913436.0,0,0,半导体,38.38883752094153,67.10046610902371,78.46356864757868,88.84413953583281,63.80863613370583,86.45725193012242,25.04240601362624,0.0,63.73783179654831,1.6979531281402467,1.6979531281402467,63.57262167651411,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,176.6,177.65,168.88,166.48,208.58,1.5993556552755805,2.2034288344264352,-2.842020480957308,-4.2227591761592524,176.6,177.65,168.88,166.48,208.58,20260416,eod_proxy,False
23,301002.SZ,崧盛股份,20260416,2026-04-16,40.52,8.0245,285529424.0,0,0,电气设备,94.82558139534883,52.856512894128464,82.7774343433807,83.44042943178843,56.30459284570519,95.22545585337771,3.2614821142629564,0.0,62.499134351362976,1.6380388120755347,1.6380388120755347,76.95306453123116,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,板块强、承接好、动量上,风险可控,20260417,0.0,True,40.48,44.99,43.45,39.52,48.62,-0.09871668311945969,11.031589338598224,7.230997038499498,-2.4679170779861814,40.48,44.99,43.45,39.52,48.62,20260416,eod_proxy,False
24,301636.SZ,泽润新能,20260416,2026-04-16,77.37,8.9872,479742122.0,0,0,电气设备,94.82558139534883,39.9571189372039,31.596102425914026,75.94078153579747,63.7527292702414,72.10147792930258,21.881823175603508,27.4998242391635,61.26360355577895,1.560285192864532,1.560285192864532,55.45564355536658,100.0,78.12504394020912,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、量价齐,回落大、后排,20260417,0.0,True,75.3,76.73,73.99,73.83,92.84,-2.6754556029468857,-0.8271940028434788,-4.3686183275171375,-4.575416828228008,75.3,76.73,73.99,73.83,92.84,20260416,eod_proxy,False
25,301053.SZ,远信工业,20260416,2026-04-16,61.36,8.0472,593560786.0,0,0,专用机械,65.17379932376295,52.62651758389747,77.13592678422442,65.77486628343341,61.8421750789297,86.16672500785238,29.521202091094967,48.81720330881598,59.19003078806271,1.4378779933812746,1.4378779933812746,53.00169410937308,100.0,72.795699172796,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,62.59,64.87,64.5,60.03,73.63,2.004563233376788,5.7203389830508655,5.117340286831817,-2.167535853976532,62.59,64.87,64.5,60.03,73.63,20260416,eod_proxy,False
26,300938.SZ,信测标准,20260416,2026-04-16,51.19,12.382,1550421220.0,0,0,电器仪表,19.382939767055902,65.27473143822775,40.92896996024942,77.77985672706652,67.38753626281974,65.31599910649172,63.97495438298634,29.520968899823757,59.38777212729807,1.4364840959351324,1.4364840959351324,40.721655811080865,94.73684210526315,75.51449461714932,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,回落大,20260417,0.0,True,52.98,54.2,49.24,49.1,61.43,3.496776714201988,5.880054698183246,-3.809337761281495,-4.0828286774760585,52.98,54.2,49.24,49.1,61.43,20260416,eod_proxy,False
27,688159.SH,有方科技,20260416,2026-04-16,47.84,11.8541,486338575.0,0,0,通信设备,89.50303936833119,55.46502001749562,38.40526583785786,92.88145371492627,56.053378101987704,74.00603689295764,22.37186679254895,12.331672059446323,58.41009076956814,1.3943279823719141,1.3943279823719141,63.90908699392252,100.0,81.91708198513842,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、量价齐,回落大,20260417,0.0,True,47.0,47.58,45.78,45.46,57.41,-1.755852842809369,-0.5434782608695787,-4.306020066889637,-4.974916387959871,47.0,47.58,45.78,45.46,57.41,20260416,eod_proxy,False
28,300689.SZ,澄天伟业,20260416,2026-04-16,51.69,8.9817,333380785.0,0,0,通信设备,89.50303936833119,43.6218821045821,41.0,85.13059757653551,57.28107641490263,78.0,8.821359019899925,36.53488294009583,56.58590219066126,1.2974835779225247,1.2974835779225247,54.96382900076473,100.0,75.86627926497604,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、量价齐,回落大、后排,20260417,0.0,True,51.33,53.0,52.08,50.67,62.03,-0.6964596633778242,2.5343393306248796,0.7544979686593178,-1.9733023795705074,51.33,53.0,52.08,50.67,62.03,20260416,eod_proxy,False
29,300858.SZ,科拓生物,20260416,2026-04-16,23.5,10.1735,871542409.0,0,0,食品,17.38719137689072,63.471186793699836,73.0005530813543,73.9060970023742,58.89471640890427,80.26569796684393,43.30514232040501,12.942601199711977,56.14883568642452,1.2679707269440985,1.2679707269440985,49.741780667305086,94.73684210526315,79.65908654217726,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,22.98,27.08,25.45,22.98,28.2,-2.212765957446805,15.234042553191474,8.297872340425538,-2.212765957446805,22.98,27.08,25.45,22.98,28.2,20260416,eod_proxy,False
30,300696.SZ,爱乐达,20260416,2026-04-16,34.26,8.5551,587013838.0,0,0,航空,26.923042684117636,48.33804896665352,63.579113252194674,83.26071494503393,56.011903840286145,81.01538774610466,29.12320415581138,0.0,54.464916377152754,1.1882285986884331,1.1882285986884331,50.85527896317485,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,风险可控,20260417,0.0,True,34.66,36.15,34.91,33.69,41.11,1.1675423234092097,5.516637478108577,1.8972562755399824,-1.6637478108581405,34.66,36.15,34.91,33.69,41.11,20260416,eod_proxy,False
31,301580.SZ,爱迪特,20260416,2026-04-16,76.34,10.3339,688813993.0,0,0,医疗保健,20.65573658469701,53.06983915702328,45.157644553515674,86.95310937304785,58.24119818557256,76.14663560087983,34.86187757914596,7.622216400314324,54.24391416325944,1.1781377620716222,1.1781377620716222,44.91691811119551,94.73684210526315,80.98918274202668,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,回落大,20260417,0.0,True,74.77,80.5,78.77,72.21,91.61,-2.056588944197024,5.449305737490162,3.18312811108199,-5.410007859575594,74.77,80.5,78.77,72.21,91.61,20260416,eod_proxy,False
32,300088.SZ,长信科技,20260416,2026-04-16,7.77,14.0969,5810800041.0,0,0,元器件,78.58064238015095,53.75,4.578049588574212,83.79708584643794,59.322420822863286,50.41118618189384,100.0,58.70902379858527,53.55046157344589,1.1508417679840852,1.1508417679840852,40.08255665813862,100.0,70.32274405035368,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、新高,放量急、爆量、回落大,20260417,0.0,True,7.52,7.91,7.59,7.48,9.32,-3.2175032175032148,1.8018018018018056,-2.316602316602312,-3.732303732303721,7.52,7.91,7.59,7.48,9.32,20260416,eod_proxy,False
33,301345.SZ,涛涛车业,20260416,2026-04-16,241.67,8.988,760261575.0,0,0,摩托车,15.78843966466167,52.50269828453193,66.14925896956936,83.85577696147597,55.36132648947272,83.92398020459544,38.40331622368179,0.0,53.515918828561894,1.145493071822568,1.145493071822568,49.20996761977,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260417,0.0,True,242.59,243.99,239.59,237.0,290.0,0.38068440435305995,0.9599867588033328,-0.8606777837547042,-1.9323871394877234,242.59,243.99,239.59,237.0,290.0,20260416,eod_proxy,False
