rank,ts_code,name,trade_date,update_time,price,pct_chg,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,risk_penalty_score,p_limitup_t1,wp_score,model_confidence,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date
4,688636.SH,智明达,20260703,2026-07-03,40.2,14.2045,0,0,元器件,100.0,100.0,98.55890561782238,100.0,100.0,55.3,78.50846892748532,85.87011445689781,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,42.66,40.28,40.16,48.24,6.119402985074607,0.19900497512437276,-0.09950248756220859,42.66,40.28,40.16,48.24,20260703
5,300660.SZ,江苏雷利,20260703,2026-07-03,33.29,14.3593,0,0,电气设备,100.0,100.0,100.0,100.0,100.0,55.3,78.47346585208345,85.03518518518518,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,32.3,30.63,30.55,39.95,-2.9738660258335936,-7.9903875037548815,-8.230699909882844,32.3,30.63,30.55,39.95,20260703
6,301529.SZ,福赛科技,20260703,2026-07-03,124.3,10.9821,0,0,汽车配件,100.0,100.0,93.98599602620362,100.0,100.0,55.3,78.45974041646353,84.49270280236303,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,135.0,125.06,120.42,149.16,8.608205953338711,0.6114239742558425,-3.1214802896218807,135.0,125.06,120.42,149.16,20260703
7,300969.SZ,恒帅股份,20260703,2026-07-03,117.0,10.932,0,0,汽车配件,100.0,100.0,90.57277665773701,100.0,100.0,55.3,78.45638343898236,84.2895553315474,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,119.48,112.1,111.4,140.4,2.11965811965813,-4.188034188034195,-4.78632478632478,119.48,112.1,111.4,140.4,20260703
8,300415.SZ,伊之密,20260703,2026-07-03,22.4,10.7814,0,0,专用机械,100.0,100.0,89.59321433235915,100.0,100.0,55.3,78.44347374688043,83.97189565457592,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,22.27,21.83,21.65,26.88,-0.5803571428571352,-2.5446428571428537,-3.3482142857142905,22.27,21.83,21.65,26.88,20260703
9,603667.SH,五洲新春,20260703,2026-07-03,76.15,8.5067,0,0,机械基件,100.0,100.0,92.15936058264276,100.0,100.0,55.3,78.44043863289475,84.00386006833578,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,73.8,68.54,68.54,83.77,-3.0860144451740124,-9.993434011818781,-9.993434011818781,73.8,68.54,68.54,83.77,20260703
10,301007.SZ,德迈仕,20260703,2026-07-03,37.5,8.7903,0,0,汽车配件,100.0,100.0,85.4128250024895,100.0,100.0,55.3,78.41237851553609,83.18584918280354,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,37.32,34.93,34.88,45.0,-0.48000000000000265,-6.8533333333333335,-6.986666666666663,37.32,34.93,34.88,45.0,20260703
11,301023.SZ,奕帆传动,20260703,2026-07-03,36.66,8.1416,0,0,电气设备,100.0,97.81970256907044,100.0,84.58674994358846,100.0,55.3,78.39898361309166,83.12384048902497,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,35.73,34.17,34.14,43.99,-2.53682487725041,-6.792144026186564,-6.873977086743032,35.73,34.17,34.14,43.99,20260703
12,301005.SZ,超捷股份,20260703,2026-07-03,118.64,11.7348,0,0,汽车配件,100.0,100.0,82.83621117488737,100.0,100.0,55.3,78.39058812111193,82.68293292566815,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,120.2,107.01,107.01,142.37,1.31490222521915,-9.802764666217122,-9.802764666217122,120.2,107.01,107.01,142.37,20260703
13,920593.BJ,鼎智科技,20260703,2026-07-03,33.38,11.7135,0,0,机械基件,100.0,100.0,88.651384655097,100.0,100.0,55.3,78.37520644328485,82.62918997449766,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,32.99,31.3,31.15,43.39,-1.168364289994006,-6.231276213301385,-6.6806470940683145,32.99,31.3,31.15,43.39,20260703
14,300115.SZ,长盈精密,20260703,2026-07-03,33.18,10.7846,0,0,元器件,100.0,100.0,85.20583580121716,100.0,100.0,55.3,78.34123128424726,81.9381248322011,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,32.75,30.74,30.71,39.82,-1.295961422543701,-7.353827606992169,-7.444243520192884,32.75,30.74,30.71,39.82,20260703
15,301051.SZ,信濠光电,20260703,2026-07-03,22.77,17.0694,0,0,元器件,100.0,100.0,96.96204213964118,100.0,100.0,69.30905393113119,78.33915095739115,81.90836880812304,71.2942590643243,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260706,0,24.39,23.48,22.68,27.32,7.114624505928857,3.118137900746598,-0.39525691699604515,24.39,23.48,22.68,27.32,20260703
16,301210.SZ,金杨精密,20260703,2026-07-03,32.67,6.7647,0,0,电气设备,100.0,100.0,76.92415024585407,100.0,100.0,55.3,78.31792197253816,81.26911343679296,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,32.97,31.92,31.7,39.2,0.9182736455463747,-2.2956841138659367,-2.969084787266618,32.97,31.92,31.7,39.2,20260703
17,688017.SH,绿的谐波,20260703,2026-07-03,488.0,18.1455,0,0,机械基件,100.0,100.0,90.92064157606406,100.0,100.0,67.99096284563885,78.30356959162164,81.1863876038031,71.88740005279585,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260706,0,488.18,453.98,453.5,585.6,0.036885245901641106,-6.971311475409836,-7.0696721311475414,488.18,453.98,453.5,585.6,20260703
18,300680.SZ,隆盛科技,20260703,2026-07-03,26.45,9.8878,0,0,汽车配件,100.0,100.0,88.70090144423258,84.57774934257417,100.0,55.3,78.29075515944265,81.12434411199281,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,26.95,25.64,25.62,31.74,1.8903591682419618,-3.0623818525519764,-3.137996219281658,26.95,25.64,25.62,31.74,20260703
19,002841.SZ,视源股份,20260703,2026-07-03,38.34,7.8784,0,0,元器件,100.0,100.0,73.34622704356197,100.0,100.0,55.3,78.2886018813559,80.7111468171631,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,40.32,39.16,36.53,42.17,5.164319248826277,2.1387584767866175,-4.7209181011998,40.32,39.16,36.53,42.17,20260703
20,300503.SZ,昊志机电,20260703,2026-07-03,111.0,16.9899,0,0,机械基件,100.0,100.0,91.44560536387176,100.0,100.0,69.52164576542445,78.28179581031401,80.851005663347,71.19859273889233,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260706,0,115.88,109.8,106.81,133.2,4.396396396396396,-1.0810810810810811,-3.7747747747747695,115.88,109.8,106.81,133.2,20260703
21,300487.SZ,蓝晓科技,20260703,2026-07-03,74.58,10.4889,0,0,化工原料,100.0,100.0,75.60392953625741,100.0,100.0,57.26764209728368,78.27437632123694,80.53850895267053,76.71289438955567,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,75.47,72.2,71.28,89.5,1.1933494234379172,-3.191204076159826,-4.424778761061942,75.47,72.2,71.28,89.5,20260703
22,300926.SZ,博俊科技,20260703,2026-07-03,19.63,9.6648,0,0,汽车配件,100.0,100.0,94.59312760463794,70.26366038298593,100.0,55.3,78.2711033841801,80.89618203541666,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,19.6,18.92,18.92,23.56,-0.15282730514517562,-3.6169128884360524,-3.6169128884360524,19.6,18.92,18.92,23.56,20260703
23,688698.SH,伟创电气,20260703,2026-07-03,61.5,11.2116,0,0,电气设备,100.0,100.0,77.98173386522566,100.0,100.0,55.3,78.25717673782624,80.46023566193402,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,63.91,59.86,59.08,73.8,3.9186991869918586,-2.6666666666666727,-3.934959349593503,63.91,59.86,59.08,73.8,20260703
24,920111.BJ,聚星科技,20260703,2026-07-03,36.63,6.9489,0,0,电气设备,100.0,92.52568602274297,88.6914973508879,82.43278862287448,100.0,55.3,78.2364651313881,79.81657126672219,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,37.66,35.35,35.13,47.61,2.8119028119028,-3.4944034944034974,-4.095004095004096,37.66,35.35,35.13,47.61,20260703
25,688387.SH,信科移动,20260703,2026-07-03,21.15,10.8491,0,0,通信设备,100.0,100.0,67.70348738060449,100.0,100.0,55.3,78.22274149768148,79.63993990036332,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,22.15,19.67,19.58,25.38,4.728132387706863,-6.9976359338061345,-7.423167848699763,22.15,19.67,19.58,25.38,20260703
26,688375.SH,国博电子,20260703,2026-07-03,107.34,9.822,0,0,元器件,100.0,100.0,71.75477102534028,89.64369018145874,100.0,55.3,78.20844801438896,79.49032322321393,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,111.9,104.5,99.33,128.81,4.248183342649536,-2.6457983976150623,-7.462269424259372,111.9,104.5,99.33,128.81,20260703
27,688661.SH,和林微纳,20260703,2026-07-03,174.37,11.4114,0,0,元器件,100.0,100.0,71.83778346023833,100.0,100.0,59.79677419354839,78.20303210476607,79.41836314366057,75.57478494623656,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,175.92,152.07,145.73,209.24,0.8889143774731822,-12.788897172678793,-16.424843723117522,175.92,152.07,145.73,209.24,20260703
28,603809.SH,豪能股份,20260703,2026-07-03,9.82,7.7936,0,0,汽车配件,100.0,100.0,91.45948968451545,68.03690108609204,100.0,55.734942251661586,78.1936575819453,79.77229204303646,77.40260932008562,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,9.9,9.4,9.4,10.8,0.8146639511201537,-4.276985743380857,-4.276985743380857,9.9,9.4,9.4,10.8,20260703
29,002031.SZ,巨轮智能,20260703,2026-07-03,6.22,7.2414,0,0,汽车配件,100.0,98.27623776944188,87.68635342981251,71.16726780576116,100.0,55.3,78.15551369263507,79.1280569088991,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,6.05,5.62,5.6,6.84,-2.733118971061088,-9.646302250803851,-9.967845659163988,6.05,5.62,5.6,6.84,20260703
30,603032.SH,德新科技,20260703,2026-07-03,27.6,6.3994,0,0,专用机械,100.0,89.79528183956097,82.64043968229475,81.8069610301597,100.0,55.3,78.14563476593514,78.32989691813772,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,1,30.36,29.75,28.1,30.36,9.999999999999986,7.789855072463769,1.8115942028985588,30.36,29.75,28.1,30.36,20260703
31,603728.SH,鸣志电器,20260703,2026-07-03,68.02,7.3379,0,0,电气设备,100.0,100.0,64.45113605906013,100.0,100.0,55.602177858439205,78.14517640377531,78.6262526201605,77.46235329703569,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,67.78,65.09,65.0,74.82,-0.3528374007644719,-4.307556600999696,-4.43987062628638,67.78,65.09,65.0,74.82,20260703
32,301232.SZ,飞沃科技,20260703,2026-07-03,182.0,11.6907,0,0,机械基件,100.0,100.0,81.31328652217123,100.0,100.0,69.0556941103853,78.1426223292695,78.81109701534996,71.40827098365995,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260706,0,195.0,175.79,173.52,218.4,7.14285714285714,-3.4120879120879133,-4.65934065934065,195.0,175.79,173.52,218.4,20260703
33,603119.SH,浙江荣泰,20260703,2026-07-03,74.81,7.8887,0,0,汽车配件,100.0,100.0,82.67359853603564,74.32823266911139,100.0,55.3,78.12770594651347,78.81528199220612,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,74.45,69.58,69.54,82.29,-0.4812190883571654,-6.991043978077805,-7.044512765673028,74.45,69.58,69.54,82.29,20260703
34,002576.SZ,通达动力,20260703,2026-07-03,15.54,8.0668,0,0,电气设备,100.0,100.0,90.95806488691126,58.345729824329446,100.0,55.3,78.12039534959027,78.8511859598152,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,15.52,14.92,14.92,17.09,-0.12870012870012104,-3.9897039897039854,-3.9897039897039854,15.52,14.92,14.92,17.09,20260703
35,300865.SZ,大宏立,20260703,2026-07-03,24.53,8.4439,0,0,专用机械,100.0,100.0,85.00532014715345,67.12494086434648,100.0,55.3,78.11520916006344,78.68503698910477,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,25.35,24.08,23.89,29.44,3.3428454953118747,-1.8344883815735957,-2.609050142682434,25.35,24.08,23.89,29.44,20260703
36,301225.SZ,恒勃股份,20260703,2026-07-03,96.25,15.4077,0,0,汽车配件,100.0,100.0,77.36090341975236,100.0,100.0,62.098211324675255,78.10369546611534,78.48149158784659,74.53913823722947,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260706,0,101.17,96.86,94.31,115.5,5.111688311688312,0.6337662337662309,-2.015584415584415,101.17,96.86,94.31,115.5,20260703
37,002048.SZ,宁波华翔,20260703,2026-07-03,26.22,8.7967,0,0,汽车配件,100.0,100.0,79.23536723763178,76.76457335948571,100.0,55.3,78.10341681611786,78.47101882175244,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,26.48,25.5,25.49,28.84,0.9916094584286883,-2.7459954233409523,-2.7841342486651377,26.48,25.5,25.49,28.84,20260703
38,920100.BJ,三协电机,20260703,2026-07-03,46.1,12.5214,0,0,电气设备,100.0,100.0,76.59977564888851,100.0,100.0,61.76854663774402,78.09310868731569,78.35898337200584,74.68748734634852,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260706,0,44.8,43.2,42.8,59.93,-2.819956616052066,-6.290672451193058,-7.158351409978314,44.8,43.2,42.8,59.93,20260703
39,688552.SH,航天南湖,20260703,2026-07-03,29.85,7.2198,0,0,通信设备,100.0,99.25838238100958,71.41262490596873,75.18981411349307,100.0,55.3,78.06748840650354,77.75538770208115,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,30.22,28.54,27.9,35.82,1.2395309882746952,-4.388609715242886,-6.532663316582921,30.22,28.54,27.9,35.82,20260703
40,688011.SH,新光光电,20260703,2026-07-03,70.02,8.845,0,0,元器件,100.0,95.22378935301171,77.4398479977485,84.6781093530353,100.0,55.3,78.06182290292114,77.74439210668281,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,70.97,65.35,65.0,84.02,1.3567552127963456,-6.669522993430455,-7.169380177092255,70.97,65.35,65.0,84.02,20260703
41,301138.SZ,华研精机,20260703,2026-07-03,33.44,6.5307,0,0,专用机械,100.0,82.73192554179924,92.7870899960871,70.6362489855463,100.0,55.3,78.05145930726592,77.11163297887403,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,33.9,32.73,32.16,40.13,1.3755980861243966,-2.123205741626799,-3.8277511961722577,33.9,32.73,32.16,40.13,20260703
42,605288.SH,凯迪股份,20260703,2026-07-03,95.18,6.4653,0,0,电气设备,100.0,87.41704656287648,81.61289763846577,88.28095077631653,100.0,55.3,78.03712186383406,77.13425363227496,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,95.17,86.68,86.65,104.7,-0.010506408909438658,-8.93044757301954,-8.961966799747845,95.17,86.68,86.65,104.7,20260703
43,300690.SZ,双一科技,20260703,2026-07-03,24.36,8.363,0,0,电气设备,100.0,100.0,84.44712943438944,58.54279600199044,100.0,55.3,78.02358521500598,77.69191977279122,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,24.36,23.24,23.1,29.23,0.0,-4.597701149425292,-5.172413793103436,24.36,23.24,23.1,29.23,20260703
44,002139.SZ,拓邦股份,20260703,2026-07-03,10.28,6.9719,0,0,元器件,100.0,100.0,82.99168224567725,62.451018785331314,100.0,55.3,78.02357298971774,77.68608538649211,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,10.19,9.93,9.87,11.31,-0.8754863813229541,-3.404669260700388,-3.988326848249024,10.19,9.93,9.87,11.31,20260703
45,301368.SZ,丰立智能,20260703,2026-07-03,50.06,14.2661,0,0,机械基件,100.0,100.0,69.47376764599163,100.0,100.0,65.66229669196957,78.00361621314647,77.15095731247031,72.93529982194703,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260706,0,49.18,46.17,46.02,60.07,-1.7578905313623716,-7.77067518977227,-8.070315621254498,49.18,46.17,46.02,60.07,20260703
46,002056.SZ,横店东磁,20260703,2026-07-03,32.82,7.045,0,0,电气设备,100.0,93.80711376363129,63.99088444909331,94.52807469657874,100.0,55.3,78.00332716203908,76.73382340644497,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,33.01,30.78,29.54,36.1,0.5789152955514965,-6.215722120658129,-9.993906154783671,33.01,30.78,29.54,36.1,20260703
47,000559.SZ,万向钱潮,20260703,2026-07-03,14.22,7.9727,0,0,汽车配件,100.0,100.0,79.52547359292888,66.5124091965765,100.0,55.3,77.99988643508135,77.40117034898722,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,14.07,13.12,13.1,15.64,-1.0548523206751037,-7.735583684950786,-7.876230661040795,14.07,13.12,13.1,15.64,20260703
48,301261.SZ,恒工精密,20260703,2026-07-03,90.18,9.1239,0,0,机械基件,100.0,100.0,69.02390939731468,95.43722285984721,100.0,62.14719618513722,77.95328933325456,76.76869600062231,74.51709505002158,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260706,0,89.9,85.11,84.46,108.22,-0.3104901308494168,-5.622089155023291,-6.342869815923724,89.9,85.11,84.46,108.22,20260703
49,688716.SH,中研股份,20260703,2026-07-03,36.57,10.1838,0,0,化工原料,100.0,100.0,66.2954860380601,100.0,100.0,65.04585482682383,77.94592895195211,76.57390468734675,73.2126986612626,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260706,0,38.48,37.2,36.58,43.88,5.222860267979201,1.7227235438884492,0.027344818156960216,38.48,37.2,36.58,43.88,20260703
50,920978.BJ,开特股份,20260703,2026-07-03,23.3,7.5219,0,0,汽车配件,100.0,100.0,73.77759098250037,71.96012686241241,100.0,55.3,77.94169919247435,76.77492445703851,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,23.23,21.63,21.49,30.29,-0.30042918454935563,-7.167381974248932,-7.768240343347655,23.23,21.63,21.49,30.29,20260703
1,688175.SH,高凌信息,20260706,2026-07-06,28.95,11.3033,0,0,通信设备,100.0,100.0,83.51896314834653,100.0,100.0,0.0,78.68036549374692,95.66436704220195,97.48333333333333,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
2,002452.SZ,长高电气,20260706,2026-07-06,13.83,6.9606,0,0,电气设备,100.0,98.07021077713652,95.98044607280224,100.0,100.0,55.3,78.47967996973232,84.88864190884458,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
3,603538.SH,美诺华,20260706,2026-07-06,41.58,7.1373,0,0,化学制药,100.0,100.0,97.59201540066354,100.0,100.0,55.3,78.47183570621807,84.90639520611697,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
4,600521.SH,华海药业,20260706,2026-07-06,16.8,9.0201,0,0,化学制药,100.0,100.0,98.88803137022454,100.0,100.0,57.99145197447393,78.46926203528584,84.81059434425622,76.38717994482006,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
5,603032.SH,德新科技,20260706,2026-07-06,29.75,7.7899,0,0,专用机械,100.0,99.410400406734,80.64769322267799,100.0,100.0,55.3,78.35025023081515,81.86731573736954,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
6,603928.SH,兴业股份,20260706,2026-07-06,15.85,7.8231,0,0,化工原料,100.0,91.85725559400971,100.0,89.70751375460664,100.0,55.3,78.33995604782659,81.73339860729642,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
