strategy_version,decision_id,plan_trade_date,plan_time,first_signal_time,last_signal_time,published_at,first_published_at,last_published_at,appearance_count,action,decision_status,ts_code,name,sector_name,plan_price,entry_contract,entry_deadline,target_trade_date,exit_contract,forecast_profit_probability,forecast_profit_probability_lower,forecast_expected_net_return_pct,forecast_live_sample_count,forecast_live_day_count,forecast_effective_sample_count,decision_reason,actual_trade_date,actual_close,gross_return_pct,assumed_cost_pct,net_return_pct,is_net_profit,truth_status,truth_error,truth_updated_at
t1_qualified_cohort_v2,t1_qualified_cohort_v2:20260727:NO_SIGNAL,20260727,2026-07-27 15:35:45,,,2026-07-27 15:45:43,2026-07-27 15:45:43,2026-07-27 15:45:43,0,NO_SIGNAL,day_frozen,,,,,,,,,,,,,,,15:00已收盘，不再生成可买候选；历史信号继续等待T+1真值,,,,,,,not_applicable,,
