support_rank,support_action,is_current_choice,ts_code,name,sector_name,price,pct_chg,tail_profit_score,risk_penalty_score,quality_lead,qualified_runs,leader_runs,forecast_mode,forecast_confidence,forecast_open_q10_pct,forecast_open_q50_pct,forecast_open_q90_pct,forecast_high_q10_pct,forecast_high_q50_pct,forecast_high_q90_pct,forecast_low_q10_pct,forecast_low_q50_pct,forecast_low_q90_pct,forecast_close_q10_pct,forecast_close_q50_pct,forecast_close_q90_pct,forecast_profit_probability,forecast_touch_plus3_probability,forecast_touch_minus3_probability,forecast_expected_net_return_pct,forecast_risk_adjusted_utility,checks_passed,checks_failed,decision_reason,invalidation_rule,next_checkpoint,manual_execution_only,order_routing_enabled
1,建议空仓,True,000034.SZ,神州数码,软件服务,27.41,8.597464342313788,77.083333,0.0,77.08,1,1,混合先验,61.8,-3.2334,-1.1446,1.4243,-0.7001,3.5049,9.9968,-7.5769,-4.0625,-0.8574,-6.1975,0.1509,9.9967,43.86,52.55,58.25,0.1266,-1.3888,质量分、领先幅度、预测样本、预测置信,连续合格、连续领先、风险收益,最终检查未通过：连续合格、连续领先、风险收益,跌破8%/承接转弱/板块转弱/资格消失/数据过期,停止新开仓,True,False
