rank,ts_code,name,trade_date,update_time,price,pct_chg,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,risk_penalty_score,p_limitup_t1,wp_score,model_confidence,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,next_high,next_up_limit,backtest_trade_date
24,603667.SH,五洲新春,20260703,2026-07-03,76.15,8.5067,0,0,机械基件,100.0,96.10424939759038,78.24928867469882,46.78685000000001,100.0,55.3,98.52168568370817,73.99496653012048,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
25,300817.SZ,双飞集团,20260703,2026-07-03,18.85,16.5019,0,0,机械基件,100.0,100.0,63.877994074074074,90.76044999999999,100.0,64.89999999999999,98.51769930001218,73.98081048148148,70.795,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上。,量能放大过快。,20260706,0,,,20260703
26,688698.SH,伟创电气,20260703,2026-07-03,61.5,11.2116,0,0,电气设备,100.0,100.0,65.64572444444447,61.6638,100.0,55.3,98.47766140906286,73.8142748888889,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
27,688387.SH,信科移动,20260703,2026-07-03,21.15,10.8491,0,0,通信设备,100.0,100.0,64.46898666666667,59.67005,100.0,55.3,98.397480293224,73.41932506060606,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
28,300549.SZ,优德精密,20260703,2026-07-03,15.3,13.8393,0,0,专用机械,100.0,100.0,59.83241333333336,76.11615,100.0,57.247727272727246,98.37681769233639,73.30877948484851,74.23852272727274,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上。,量能放大过快。,20260706,0,,,20260703
29,300223.SZ,北京君正,20260703,2026-07-03,259.56,10.6064,0,0,半导体,100.0,99.752838585209,66.64076488745982,58.3352,100.0,55.3,98.36822253968226,73.35060609646304,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
30,300745.SZ,欣锐科技,20260703,2026-07-03,47.99,11.3199,0,0,汽车配件,100.0,100.0,66.67947885022694,62.25945,100.0,57.18577912254159,98.338525240184,73.24610703328291,74.26639939485628,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
31,001309.SZ,德明利,20260703,2026-07-03,881.91,8.7435,0,0,半导体,100.0,92.94091606591141,75.62235534500512,48.08924999999999,100.0,55.3,98.31845176402942,72.8575025314109,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
32,300415.SZ,伊之密,20260703,2026-07-03,22.4,10.7814,0,0,专用机械,100.0,100.0,62.98071167286245,59.2977,100.0,55.3,98.31307851729737,73.0326967211896,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
33,300926.SZ,博俊科技,20260703,2026-07-03,19.63,9.6648,0,0,汽车配件,100.0,100.0,64.72443809523809,53.1564,100.0,55.3,98.27448568159227,72.8774919047619,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
34,688375.SH,国博电子,20260703,2026-07-03,107.34,9.822,0,0,元器件,100.0,100.0,63.077772075471714,54.020999999999994,100.0,55.3,98.23882421045333,72.69642800000001,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
35,603228.SH,景旺电子,20260703,2026-07-03,71.97,8.7653,0,0,元器件,100.0,97.96552105263156,68.06444631578943,48.20915,100.0,55.3,98.22636501363807,72.61334242105261,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
36,300865.SZ,大宏立,20260703,2026-07-03,24.53,8.4439,0,0,专用机械,100.0,97.41828591549296,69.22040901408452,46.441449999999996,100.0,55.3,98.19516736446263,72.4825870140845,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
37,301007.SZ,德迈仕,20260703,2026-07-03,37.5,8.7903,0,0,汽车配件,100.0,99.39065227882037,66.24837501340483,48.346650000000004,100.0,55.3,98.18156149963801,72.4950727774799,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
38,300487.SZ,蓝晓科技,20260703,2026-07-03,74.58,10.4889,0,0,化工原料,100.0,100.0,61.75422316784867,57.68895,100.0,55.3,98.17467304356688,72.46495239952718,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
39,002048.SZ,宁波华翔,20260703,2026-07-03,26.22,8.7967,0,0,汽车配件,100.0,96.54800047846886,68.3409410526315,48.38185,100.0,55.3,98.15143563319326,72.25617237320571,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
40,600110.SH,诺德股份,20260703,2026-07-03,15.75,8.3964,0,0,电气设备,100.0,89.78323537414965,75.37635782312924,46.1802,100.0,55.3,98.07047437370686,71.71205959183672,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
41,688716.SH,中研股份,20260703,2026-07-03,36.57,10.1838,0,0,化工原料,100.0,100.0,63.762497627118684,56.0109,100.0,56.95889830508471,98.0680748976393,72.10592003389831,74.36849576271189,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
42,301261.SZ,恒工精密,20260703,2026-07-03,90.18,9.1239,0,0,机械基件,100.0,97.48468601823711,69.79376924012163,50.181450000000005,100.0,57.39270516717321,98.04159831324795,71.97025880243163,74.17328267477205,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
43,300690.SZ,双一科技,20260703,2026-07-03,24.36,8.363,0,0,电气设备,100.0,94.80117857142855,68.36931285714282,45.9965,100.0,55.3,97.99773378211975,71.58742328571427,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
44,002576.SZ,通达动力,20260703,2026-07-03,15.54,8.0668,0,0,电气设备,100.0,100.0,64.35115999999996,44.3674,100.0,55.3,97.9900847883493,71.78197199999998,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
45,603119.SH,浙江荣泰,20260703,2026-07-03,74.81,7.8887,0,0,汽车配件,100.0,91.90513772609822,72.38972299741606,43.38785,100.0,55.3,97.93565880274797,71.2935954263566,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
46,688011.SH,新光光电,20260703,2026-07-03,70.02,8.845,0,0,元器件,100.0,92.76580291970804,65.62092642335767,48.6475,100.0,55.3,97.82367964507289,70.83275827737228,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
47,300946.SZ,恒而达,20260703,2026-07-03,45.59,9.8554,0,0,机械基件,100.0,100.0,56.525411085899556,54.204699999999995,100.0,55.51150729335491,97.75976358549845,70.91210002917344,75.01982171799028,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
48,920522.BJ,纳科诺尔,20260703,2026-07-03,25.16,8.7765,0,0,专用机械,100.0,94.21222131147543,63.70774688524594,48.27075,100.0,55.3,97.75260241248793,70.65938462295084,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
49,002031.SZ,巨轮智能,20260703,2026-07-03,6.22,7.2414,0,0,汽车配件,100.0,88.2498,74.20067999999999,39.8277,100.0,55.3,97.73503299388982,70.450356,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
50,603809.SH,豪能股份,20260703,2026-07-03,9.82,7.7936,0,0,汽车配件,100.0,100.0,60.20408791208796,42.864799999999995,100.0,55.3,97.70404169146867,70.7577920879121,75.11500000000001,C级,所属板块强度靠前，个股涨幅和量价强度较高。,当前主要风险可控，但次日仍需观察板块延续性。,20260706,0,,,20260703
