rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
47,002046.SZ,国机精工,20260528,2026-05-28,55.75,8.0217,1355338105.0,0,0,机械基件,34.33299812974352,48.24683789394658,70.77771489294804,61.91671981607975,66.76464414591274,84.02068391177275,56.80290764528364,0.0,62.81114764697507,1.6582693792351517,1.6582693792351517,53.586322482787196,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、热题材,风险可控,20260529,0.0,True,57.3,53.0,52.79,61.33,2.780269058295959,-4.932735426008971,-5.309417040358744,57.3,53.0,52.79,61.33,20260528,eod_proxy,False
48,301238.SZ,瑞泰新材,20260528,2026-05-28,24.92,8.3478,972102060.0,0,0,化工原料,46.66714296238043,47.26241109155537,60.21868402091342,85.05421273158035,65.24957971518805,82.70487491060021,45.47552020954495,0.0,62.78223743742938,1.6563845960626549,1.6563845960626549,57.02510545599251,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,风险可控,20260529,0.0,True,27.91,25.43,25.02,29.66,11.9983948635634,2.046548956661298,0.40128410914925805,27.91,25.43,25.02,29.66,20260528,eod_proxy,False
49,300820.SZ,英杰电气,20260528,2026-05-28,68.85,8.0848,808149265.0,0,0,电气设备,67.13996133846125,37.667987977498626,43.00310880952532,69.7751443162098,66.8341303650783,68.66573586342578,39.179879774986254,14.846435699376949,62.246555003836995,1.6218397942475709,1.6218397942475709,51.54221249427396,100.0,81.28839107515576,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、热题材,回落大,20260529,0.0,True,69.45,64.89,64.6,82.62,0.8714596949891185,-5.751633986928095,-6.172839506172845,69.45,64.89,64.6,82.62,20260528,eod_proxy,False
50,300916.SZ,朗特智能,20260528,2026-05-28,38.55,9.7353,509949850.0,0,0,元器件,95.49436332196665,42.377041957093525,41.0,68.39913721465287,63.55669497463897,65.33516483516482,23.486813849166904,23.813229571984486,61.875167548313684,1.5983068693923317,1.5983068693923317,57.951603553554676,100.0,79.04669260700388,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、量价齐,回落大、后排,20260529,0.0,True,39.66,34.73,34.09,46.26,2.8793774319066046,-9.909208819714655,-11.569390402075207,39.66,34.73,34.09,46.26,20260528,eod_proxy,False
1,600487.SH,亨通光电,20260529,2026-05-29,77.12,9.4211,24318139898.0,0,0,通信设备,49.10148144804195,67.72374899452808,100.0,82.03595933674617,92.5,94.45044596328749,100.0,0.0,86.90124997446507,4.093282032342918,4.093282032342918,73.8374999148836,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,A级,承接好、动量上、量价齐,风险可控,20260601,0.0,True,80.81,75.56,73.4,84.83,4.784751037344392,-2.0228215767634894,-4.823651452282151,80.81,75.56,73.4,84.83,20260529,eod_proxy,False
2,601869.SH,长飞光纤,20260529,2026-05-29,402.81,8.706,9891327972.0,0,0,通信设备,49.10148144804195,61.63736887868158,96.72206955371827,76.21011047522262,92.5,89.40491630365082,100.0,0.0,85.99763722825944,3.956971343780099,3.956971343780099,70.82545742753143,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260601,0.0,True,399.99,371.58,367.0,443.09,-0.7000819244805223,-7.753034929619429,-8.890047416896307,399.99,371.58,367.0,443.09,20260529,eod_proxy,False
3,603629.SH,利通电子,20260529,2026-05-29,240.73,9.4078,6763537016.0,0,0,元器件,82.73809523809524,71.28252603903015,97.76707980049046,65.76683872990029,89.22121734731009,94.22681624144995,98.05304336827521,100.0,79.67653888144038,3.204457005319647,3.204457005319647,57.405622461077726,100.0,60.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险高,20260601,0.0,True,216.66,216.66,216.66,264.8,-9.998753790553728,-9.998753790553728,-9.998753790553728,216.66,216.66,216.66,264.8,20260529,eod_proxy,False
4,301338.SZ,凯格精机,20260529,2026-05-29,248.92,13.9744,2110201272.61,0,0,专用机械,76.78464473559336,82.79761448186662,69.10811409136544,93.15675190650164,74.7137897637486,85.40948717538816,62.91144194466287,7.045658894565577,75.35541293309525,2.7095893632056347,2.7095893632056347,76.85253366157079,100.0,83.2385852763586,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,回落大,20260601,0.0,True,249.99,234.5,228.28,298.7,0.4298569821629572,-5.793025871766022,-8.291820665273974,249.99,234.5,228.28,298.7,20260529,eod_proxy,False
5,300265.SZ,通光线缆,20260529,2026-05-29,22.68,8.103,2071652610.8,0,0,电气设备,94.83320368441137,46.317642376461734,56.13719042586081,69.47967694955648,76.67872070607869,79.94798810668027,62.355195993129264,15.347094272162385,73.48508711049546,2.5191943002804456,2.5191943002804456,66.03327538746792,100.0,81.1632264319594,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,回落大,20260601,0.0,True,23.99,23.71,21.6,27.22,5.776014109347427,4.541446208112876,-4.761904761904756,23.99,23.71,21.6,27.22,20260529,eod_proxy,False
6,301373.SZ,凌玮科技,20260529,2026-05-29,138.6,17.4477,1894809247.8700001,0,0,化工原料,33.4709025304397,84.52300428153177,81.7036653056499,85.40523945968073,76.33925006819837,81.93002516929374,59.66311821905204,1.8895400000000093,73.63087107830809,2.478855769331301,2.478855769331301,67.31132010189744,94.73684210526315,82.42235184210526,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260601,0.0,True,148.88,140.48,136.0,166.32,7.417027417027411,1.3564213564213556,-1.8759018759018753,148.88,140.48,136.0,166.32,20260529,eod_proxy,False
7,601888.SH,中国中免,20260529,2026-05-29,59.58,8.802,7531532802.0,0,0,旅游服务,15.896070243403601,59.29836142580602,92.13664379619885,66.5454451156466,75.29997283618373,88.76276850795611,100.0,0.0,69.70300710811657,2.1338652371395685,2.1338652371395685,56.643420409293185,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260601,0.0,True,58.81,58.68,56.82,65.54,-1.29237999328633,-1.5105740181268867,-4.632426988922456,58.81,58.68,56.82,65.54,20260529,eod_proxy,False
8,301171.SZ,易点天下,20260529,2026-05-29,42.31,8.9902,4363861728.62,0,0,互联网,27.63638191842689,48.22370734524511,54.08865215700086,67.13667379675282,76.40384090312855,71.41264378955006,84.83262539413565,9.291186731729258,67.51262627812184,1.9623560520631498,1.9623560520631498,46.76645881977284,94.73684210526315,80.57194015917294,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐,回落大,20260601,0.0,True,49.71,46.43,42.5,50.77,17.48995509335853,9.737650673599617,0.44906641455919605,49.71,46.43,42.5,50.77,20260529,eod_proxy,False
9,300317.SZ,珈伟新能,20260529,2026-05-29,5.72,11.284,1157286140.7,0,0,电气设备,94.83320368441137,56.080040596516035,43.9773695450474,82.53561717251648,66.56290789318147,76.12877786798764,44.78778653685613,26.78569105746699,65.57962966494632,1.8488684184127053,1.8488684184127053,63.28531379906434,100.0,78.30357723563326,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、量价齐,回落大,20260601,0.0,True,6.1,5.91,5.61,6.86,6.643356643356646,3.321678321678334,-1.9230769230769162,6.1,5.91,5.61,6.86,20260529,eod_proxy,False
10,300913.SZ,兆龙互连,20260529,2026-05-29,59.35,14.3325,1675759260.46,0,0,通信设备,49.10148144804195,76.67274668446964,66.60819920405723,98.63123874958876,64.62229518678748,78.53451651892297,55.95660366658086,13.080802509684927,64.49625149230243,1.7481034759978844,1.7481034759978844,64.20214953850397,94.73684210526315,79.62453621468403,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,放量急、回落大,20260601,0.0,True,63.14,59.75,59.61,71.22,6.385846672283058,0.6739679865206405,0.4380791912384163,63.14,59.75,59.61,71.22,20260529,eod_proxy,False
11,301053.SZ,远信工业,20260529,2026-05-29,61.21,11.2909,493268127.94,0,0,专用机械,76.78464473559336,70.63946510602777,100.0,82.00094034434555,57.17276858025966,96.82627693234895,19.058888985940538,0.0,63.85712133706063,1.727897226846737,1.727897226846737,79.45394443626293,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,板块强、个股强、承接好,风险可控,20260601,0.0,True,45.8,43.2,41.81,52.38,-25.17562489789251,-29.423296846920433,-31.69416761966999,45.8,43.2,41.81,52.38,20260529,eod_proxy,False
12,301222.SZ,浙江恒威,20260529,2026-05-29,35.88,15.3698,298155891.25,0,0,电气设备,94.83320368441137,76.13453067666238,78.72955170469334,20.0,58.28460401163706,60.967340531091125,3.869904257025196,9.804988963210654,62.29574809884892,1.6249823592528305,1.6249823592528305,71.65508430234328,100.0,82.54875275919734,wp_rule_v2_1,disabled,0,0.0,D级,板块强、个股强、承接好,回落大,20260601,0.0,True,35.98,32.62,31.91,43.06,0.2787068004459048,-9.085841694537356,-11.064659977703462,35.98,32.62,31.91,43.06,20260529,eod_proxy,False
13,300558.SZ,贝达药业,20260529,2026-05-29,52.68,8.2392,1258198301.98,0,0,化学制药,45.39422751426446,52.21572232037094,85.77757001296179,75.39721224846559,61.67982825981635,90.16838519608432,47.31014163503489,0.0,61.78903062615049,1.5928969848961163,1.5928969848961163,62.04383614759685,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260601,0.0,True,53.39,51.22,50.7,63.22,1.3477600607441076,-2.771450265755504,-3.758542141230059,53.39,51.22,50.7,63.22,20260529,eod_proxy,False
14,300723.SZ,一品红,20260529,2026-05-29,43.91,8.0729,1323192822.24,0,0,化学制药,45.39422751426446,53.217577606893286,71.5519028000629,85.0,62.287667632035394,89.9807545004188,48.8297400655825,7.552265998633583,61.173201703799165,1.5547408366045599,1.5547408366045599,58.572781204581325,100.0,83.1119335003416,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,回落大,20260601,0.0,True,44.44,42.4,42.12,52.69,1.207014347529034,-3.438852197677067,-4.076520154862218,44.44,42.4,42.12,52.69,20260529,eod_proxy,False
15,688506.SH,百利天恒,20260529,2026-05-29,238.57,8.6384,1167689305.0,0,0,化学制药,45.39422751426446,51.36187965799146,75.9192890681472,40.45053889427332,60.778886302729575,78.43193658059424,45.05778674231794,0.0,59.25136101125169,1.4413588336703271,1.4413588336703271,55.68713533113664,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、热题材,风险可控,20260601,0.0,True,243.9,213.15,205.66,286.28,2.234145114641417,-10.655153623674385,-13.794693381397494,243.9,213.15,205.66,286.28,20260529,eod_proxy,False
16,301591.SZ,肯特股份,20260529,2026-05-29,47.46,10.2439,862584146.94,0,0,塑料,26.09064990050144,57.537154109647275,70.55243721987934,55.875384586701514,59.436594820817795,78.96871192683068,35.920634639427256,1.4690265486725078,57.035920727011494,1.3120803281553348,1.3120803281553348,51.434347841463456,94.73684210526315,82.52748020493713,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、龙虎榜,回落大,20260601,0.0,True,55.84,49.2,48.85,56.95,17.656974294142437,3.6662452591656125,2.92878213232195,55.84,49.2,48.85,56.95,20260529,eod_proxy,False
17,002039.SZ,黔源电力,20260529,2026-05-29,23.18,9.2366,718680210.7900001,0,0,水力发电,30.274057259695276,64.88163416008368,100.0,86.74640952448476,52.313575199433544,99.71752858849634,30.414008766031547,0.0,55.87785282552732,1.2547905440728808,1.2547905440728808,64.19450061974615,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260601,0.0,True,22.97,22.62,21.39,25.5,-0.9059534081104492,-2.415875754961172,-7.7221742881794615,22.97,22.62,21.39,25.5,20260529,eod_proxy,False
18,300204.SZ,舒泰神,20260529,2026-05-29,25.78,9.2836,1563408650.6499999,0,0,生物制药,23.132662867848207,42.470023329343924,37.0,52.172045914115785,61.49599669882767,53.35033930360865,53.862827112843135,54.08719363396018,50.688145942381915,1.026958544341156,1.026958544341156,25.469827510675177,94.73684210526315,69.37293843361522,wp_rule_v2_1,disabled,0,0.0,D级,基础入选,回落大,20260601,0.0,True,26.0,24.75,24.43,30.94,0.853374709076804,-3.9953452288595814,-5.2366175329713,26.0,24.75,24.43,30.94,20260529,eod_proxy,False
19,688336.SH,三生国健,20260529,2026-05-29,64.44,8.6861,507067319.0,0,0,生物制药,23.132662867848207,44.89340663425719,66.3783432861978,57.644847469346104,47.907394908661296,78.02220433167852,19.8913226374272,4.90502793296092,46.935845430253735,0.8882208568955385,0.8882208568955385,44.66889664730276,94.73684210526315,81.66847985886503,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、均价上,回落大,20260601,0.0,True,70.5,65.22,62.1,77.33,9.404096834264442,1.2104283054003684,-3.6312849162011163,70.5,65.22,62.1,77.33,20260529,eod_proxy,False
20,301231.SZ,荣信文化,20260529,2026-05-29,33.69,13.358,456221265.48,0,0,出版业,15.528150187677424,72.19439196831541,58.5188233685397,97.44568499479334,44.181327719202386,83.5320429452203,16.703319298005955,13.597546530460503,45.73214675588231,0.8477796682467285,0.8477796682467285,49.35072450813549,94.73684210526315,79.49535020949014,wp_rule_v2_1,disabled,0,0.0,D级,个股强、动量上、量价齐,回落大,20260601,0.0,True,35.82,33.95,32.52,40.43,6.322350845948366,0.7717423567824344,-3.4728406055209105,35.82,33.95,32.52,40.43,20260529,eod_proxy,False
21,600995.SH,南网储能,20260529,2026-05-29,15.62,9.2308,1652273059.0,0,0,水力发电,30.274057259695276,48.34107483211497,79.8975530355784,85.88492584970317,38.13396127352574,83.4362161691808,55.5307635561095,26.82054742214551,40.79844063895759,0.7002471911209505,0.7002471911209505,47.01555915829856,94.73684210526315,76.18959998656888,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、新高,放量急、爆量,20260601,0.0,True,16.45,16.34,14.88,17.18,5.31370038412291,4.609475032010257,-4.737516005121634,16.45,16.34,14.88,17.18,20260529,eod_proxy,False
22,301038.SZ,深水规院,20260529,2026-05-29,20.19,10.4486,240768903.23,0,0,建筑工程,39.14650370424665,46.69044676359364,42.217249920003944,57.87142324980136,40.92463750244898,59.250605845360965,0.0,25.967899296307703,40.11029855059109,0.6754909297836914,0.6754909297836914,38.21017432958935,100.0,78.50802517592308,wp_rule_v2_1,disabled,0,0.0,D级,热题材,回落大,20260601,0.0,True,19.93,19.65,18.63,24.23,-1.2877662209014429,-2.6745913818722267,-7.726597325408624,19.93,19.65,18.63,24.23,20260529,eod_proxy,False
23,920273.BJ,一致魔芋,20260529,2026-05-29,20.32,12.5138,124936124.99,0,0,食品,17.092900182520708,60.333630930755184,59.191818795040696,75.768658489722,38.70127916667057,76.50824873515259,0.0,20.464174980206135,39.752696617808944,0.6724142538196084,0.6724142538196084,42.206004003798505,94.73684210526315,77.77869309705373,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、均价上,回落大,20260601,0.0,True,22.7,22.5,19.3,26.41,11.712598425196852,10.728346456692917,-5.019685039370081,22.7,22.5,19.3,26.41,20260529,eod_proxy,False
24,300917.SZ,特发服务,20260529,2026-05-29,31.79,8.6838,717186908.73,0,0,房产服务,16.560653351662346,19.6112940455902,22.266661481695316,62.648559999681034,25.573828396349665,53.16717596204499,30.351253860576303,87.31245868546429,19.094730311317132,0.301224763971391,0.301224763971391,3.976834779574567,94.73684210526315,61.06662217073919,wp_rule_v2_1,disabled,0,0.0,D级,基础入选,风险高、位置差、放量急,20260601,0.0,True,31.66,30.9,30.28,38.15,-0.40893362692669966,-2.7996225228059113,-4.749921358917897,31.66,30.9,30.28,38.15,20260529,eod_proxy,False
25,920190.BJ,雷神科技,20260529,2026-05-29,24.1,11.4709,210278384.03,0,0,IT设备,24.483595566734152,25.916157488800394,0.0,82.67073820226825,8.898313106668699,34.04113729605142,0.0,100.0,6.2288191746680885,0.2,0.2,0.0,94.73684210526315,57.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,动量上、新高,风险高、位置差、放量急,20260601,1.0,True,31.33,31.33,29.0,31.33,29.999999999999982,29.999999999999982,20.331950207468875,31.33,31.33,29.0,31.33,20260529,eod_proxy,False
1,002859.SZ,洁美科技,20260601,2026-06-01,75.05,8.4538,2352080140.41,0,0,元器件,88.25,64.81968444357769,90.36701522829847,73.18506216218418,95.0,92.46616694514402,100.0,18.528588982907134,89.76889744229089,4.722911329834469,4.722911329834469,77.56299147430296,100.0,80.36785275427322,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260602,0.0,True,82.28,80.4,70.1,82.56,9.633577614923382,7.1285809460359895,-6.595602931379085,82.28,80.4,70.1,82.56,20260601,eod_proxy,False
2,300339.SZ,润和软件,20260601,2026-06-01,45.15,12.2576,3438351178.37,0,0,软件服务,82.98281565177011,72.9980588841874,83.7450429388939,73.10377597099088,89.10396148371694,85.27300192780092,100.0,0.0,86.4861105924671,4.165943143140032,4.165943143140032,80.37779184621749,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、个股强、承接好,风险可控,20260602,0.0,True,44.71,43.03,42.4,54.18,-0.9745293466223659,-4.695459579180506,-6.090808416389814,44.71,43.03,42.4,54.18,20260601,eod_proxy,False
3,688031.SH,星环科技-U,20260601,2026-06-01,135.25,15.717,2639253940.0,0,0,软件服务,82.98281565177011,81.80474689316797,66.31958052172658,90.88039151369888,89.10396148371694,82.27519600904822,100.0,4.225508317929732,86.27250270176583,4.131964158483673,4.131964158483673,79.6657655438799,100.0,83.94362292051757,wp_rule_v2_1,disabled,0,0.0,A级,板块强、个股强、承接好,回落大,20260602,0.0,True,141.0,137.03,130.04,162.3,4.251386321626627,1.316081330868757,-3.852125693160824,141.0,137.03,130.04,162.3,20260601,eod_proxy,False
4,300378.SZ,鼎捷数智,20260601,2026-06-01,40.39,14.7117,1213338121.51,0,0,软件服务,82.98281565177011,78.41961943567873,71.22045856974984,73.89971695489594,86.11566077907217,79.21970760417241,92.52924823838805,3.8370883882148537,83.60509024283624,3.7293977489180277,3.7293977489180277,77.7470923249524,100.0,84.04072790294629,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,回落大,20260602,0.0,True,40.6,38.77,38.41,48.47,0.5199306759098743,-4.010893785590486,-4.902203515721726,40.6,38.77,38.41,48.47,20260601,eod_proxy,False
5,688365.SH,光云科技,20260601,2026-06-01,21.35,17.9558,848700811.0,0,0,软件服务,82.98281565177011,90.21850646265278,98.61270220169774,85.66133154900797,79.85879923530364,94.60421934489867,76.88709437896674,2.333701433255267,82.26240259638135,3.541290776456553,3.541290776456553,87.87081043889604,100.0,84.41657464168618,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260602,0.0,True,21.75,20.78,20.36,25.62,1.87353629976581,-2.669789227166275,-4.6370023419203825,21.75,20.78,20.36,25.62,20260601,eod_proxy,False
6,688692.SH,达梦数据,20260601,2026-06-01,285.2,10.753,1373110666.0,0,0,软件服务,82.98281565177011,57.082475427694604,54.04550648035569,84.32359405492461,88.28114262620616,77.35783836103812,97.94295285622306,12.014075207233649,82.22662332820903,3.5364053133620246,3.5364053133620246,68.0994116328824,100.0,81.99648119819159,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,回落大,20260602,0.0,True,308.99,304.88,293.0,342.24,8.341514726507725,6.900420757363257,2.7349228611500687,308.99,304.88,293.0,342.24,20260601,eod_proxy,False
7,688352.SH,颀中科技,20260601,2026-06-01,21.62,10.9856,1426768174.0,0,0,半导体,39.69941481319204,73.69508856504304,88.91813565767802,66.6873100844141,94.34821957267377,87.12979350473958,99.62054893168444,54.99666448706172,82.49218377165192,3.4682742985612025,3.4682742985612025,54.82810023593433,94.73684210526315,69.14557072033983,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260602,0.0,True,24.58,23.62,21.65,25.94,13.69102682701202,9.250693802035158,0.13876040703051373,24.58,23.62,21.65,25.94,20260601,eod_proxy,False
8,688107.SH,安路科技,20260601,2026-06-01,46.17,12.6098,1439192715.0,0,0,半导体,39.69941481319204,63.12809510170993,49.64443690705881,62.91811990739723,95.0,60.12696346791663,100.0,36.53904826162049,80.68524010985819,3.239623450609566,3.239623450609566,47.28413369952729,94.73684210526315,73.75997477670013,wp_rule_v2_1,disabled,0,0.0,B级,量价齐、均价上,回落大,20260602,0.0,True,47.4,43.39,43.11,55.4,2.6640675763482724,-6.0212259042668475,-6.627680311890838,47.4,43.39,43.11,55.4,20260601,eod_proxy,False
9,603232.SH,格尔软件,20260601,2026-06-01,22.89,9.679,755597507.0,0,0,软件服务,82.98281565177011,71.27186828720119,100.0,87.67084127416281,77.8247044392192,100.0,71.80185738875562,0.0,79.7560030090543,3.2143308664897936,3.2143308664897936,84.26236633866954,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260602,0.0,True,22.54,22.49,21.5,25.18,-1.5290519877675934,-1.747487986020102,-6.072520751419841,22.54,22.49,21.5,25.18,20260601,eod_proxy,False
10,300454.SZ,深信服,20260601,2026-06-01,116.84,9.2575,3284914093.5499997,0,0,软件服务,82.98281565177011,47.37033759869317,37.0,62.588614918220145,89.10396148371694,62.07541820586975,100.0,40.22096552499393,78.07933791793477,3.01210696783026,3.01210696783026,52.355216264443044,100.0,74.94475861875152,wp_rule_v2_1,disabled,0,0.0,B级,板块强、热题材,位置差、回落大,20260602,0.0,True,122.87,120.01,116.7,140.21,5.1609038000684615,2.7131119479630206,-0.1198219787743926,122.87,120.01,116.7,140.21,20260601,eod_proxy,False
11,688707.SH,振华新材,20260601,2026-06-01,16.24,12.3098,887564948.0,0,0,电气设备,59.96590819914289,57.72014952556201,37.0,70.93179060744315,83.80160606525332,64.26911333028015,78.84660824227946,29.570093180604303,73.99534880960711,2.569805637408365,2.569805637408365,51.11408187976595,100.0,77.60747670484892,wp_rule_v2_1,disabled,0,0.0,C级,动量上、热题材,回落大,20260602,0.0,True,16.18,15.49,15.4,19.49,-0.3694581280788145,-4.618226600985209,-5.172413793103436,16.18,15.49,15.4,19.49,20260601,eod_proxy,False
12,300638.SZ,广和通,20260601,2026-06-01,23.28,9.0398,788525335.92,0,0,通信设备,32.44396050867189,52.34376135822015,73.45831601744035,52.839933469742746,81.90696638637479,75.33669536356844,73.66862414018647,0.0,73.76057140529281,2.491129797152478,2.491129797152478,54.75231644943485,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、量价齐、均价上,风险可控,20260602,0.0,True,23.65,22.83,22.75,27.94,1.589347079037795,-1.9329896907216648,-2.2766323024055013,23.65,22.83,22.75,27.94,20260601,eod_proxy,False
13,301218.SZ,华是科技,20260601,2026-06-01,38.2,13.1852,450163977.98,0,0,软件服务,82.98281565177011,78.99922112580782,89.37869885122133,90.94886951152583,68.75869237725976,94.93991279370596,49.13682723385705,0.0,73.10252713681916,2.4818875143144488,2.4818875143144488,83.23814157579112,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260602,0.0,True,38.77,36.96,36.31,45.84,1.4921465968586345,-3.2460732984293195,-4.947643979057592,38.77,36.96,36.31,45.84,20260601,eod_proxy,False
14,301171.SZ,易点天下,20260601,2026-06-01,46.43,9.7377,6038941109.17,0,0,互联网,33.92867110953017,49.33140484617479,28.490692307692306,71.32935516814771,85.1232669227721,66.6912051828186,100.0,34.334949702093354,71.16798966053571,2.301331046537908,2.301331046537908,38.60567604865079,100.0,76.41626257447666,wp_rule_v2_1,disabled,0,0.0,C级,动量上、热题材,回落大,20260602,0.0,True,46.5,45.18,43.7,55.72,0.15076459185872082,-2.6922248546198624,-5.879819082489767,46.5,45.18,43.7,55.72,20260601,eod_proxy,False
15,300792.SZ,壹网壹创,20260601,2026-06-01,35.66,16.27,706651268.74,0,0,互联网,33.92867110953017,84.13171179656112,83.64300438516051,79.13495232171606,72.67164367084115,86.08471667526354,68.87094187017262,3.409006169377417,70.8419827845006,2.2721933364964273,2.2721933364964273,66.57277404970598,100.0,84.14774845765565,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,回落大,20260602,0.0,True,36.08,34.54,34.03,42.79,1.1777902411665764,-3.140773976444189,-4.570947840717876,36.08,34.54,34.03,42.79,20260601,eod_proxy,False
16,301189.SZ,奥尼电子,20260601,2026-06-01,108.56,8.2353,870182010.5400001,0,0,IT设备,28.135617392830202,55.48043103899444,68.59103464411302,85.0,76.76560359565627,89.16541443476643,77.98099491181279,6.428887251289666,70.25290526942993,2.2204542067489195,2.2204542067489195,55.05660917490181,100.0,83.39277818717758,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,回落大,20260602,0.0,True,109.5,107.0,101.71,130.27,0.8658806190125157,-1.4369933677229163,-6.309874723655129,109.5,107.0,101.71,130.27,20260601,eod_proxy,False
17,920111.BJ,XD聚星科,20260601,2026-06-01,32.6,15.5209,334693821.43,0,0,电气设备,59.96590819914289,83.32901243244234,94.0380264424024,81.87315867157858,66.729156244421,93.6363275219478,36.165483690198705,0.0,69.86191298830408,2.186750629950528,2.186750629950528,77.17167872403128,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260602,0.0,True,33.5,33.32,31.01,42.38,2.7607361963190247,2.208588957055202,-4.877300613496926,33.5,33.32,31.01,42.38,20260601,eod_proxy,False
18,603605.SH,珀莱雅,20260601,2026-06-01,67.13,8.607,1227054874.0,0,0,日用化工,15.5,65.67617598507579,98.05921242074518,82.7675052762333,73.7255946537909,96.68607883769107,93.02121874847533,0.0,69.95726638224512,2.1547001654392233,2.1547001654392233,61.16450041530496,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260602,0.0,True,66.65,64.88,64.51,73.84,-0.7150305377625399,-3.35170564576196,-3.9028750186205774,66.65,64.88,64.51,73.84,20260601,eod_proxy,False
19,688079.SH,美迪凯,20260601,2026-06-01,22.3,8.305,724767760.0,0,0,元器件,88.25,37.2558922646803,46.03288819217978,52.06891051692915,77.49150909118968,61.32536174169717,69.9787727279742,46.94274019462808,69.0287090749865,2.116588521368351,2.116588521368351,49.28217570384575,100.0,73.26431495134298,wp_rule_v2_1,disabled,0,0.0,C级,板块强、量价齐、热题材,回落大、后排,20260602,1.0,True,26.76,26.76,24.71,26.76,19.999999999999996,19.999999999999996,10.80717488789238,26.76,26.76,24.71,26.76,20260601,eod_proxy,False
20,300420.SZ,五洋自控,20260601,2026-06-01,5.02,11.804,658185981.62,0,0,机械基件,24.561273637564398,67.27146891833854,69.46513829654548,89.0581479694708,71.39296072527299,84.2554569506336,65.76154949206506,7.931779730393467,66.88133723706231,1.9154839558572654,1.9154839558572654,56.354215764570746,94.73684210526315,80.91179190950689,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,回落大,20260602,0.0,True,5.98,5.67,5.19,6.02,19.123505976095643,12.948207171314753,3.3864541832669515,5.98,5.67,5.19,6.02,20260601,eod_proxy,False
