rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
1,300346.SZ,南大光电,20260622,2026-06-22,70.8,9.0909,7155145683.53,0,0,半导体,49.851260504201676,67.43986720584414,85.19284625221988,85.61803606288342,93.48054663297967,95.92967164935462,96.20136658244918,0.0,86.90445945965163,4.233266443952248,4.233266443952248,71.56025605521955,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,承接好、动量上、量价齐,风险可控,20260623,0.0,True,74.92,76.59,71.43,70.7,84.96,5.819209039548023,8.177966101694922,0.8898305084745983,-0.14124293785310327,74.92,76.59,71.43,70.7,84.96,20260622,eod_proxy,False
2,002709.SZ,天赐材料,20260622,2026-06-22,55.92,8.3511,9228374549.47,0,0,化工原料,89.06331848395698,58.9753706590271,86.71095711512669,74.80882293300894,89.80760954950499,91.29064772679871,100.0,0.0,86.81468826492164,4.218732828347303,4.218732828347303,79.83120526756053,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260623,0.0,True,55.61,56.1,54.04,53.88,61.51,-0.5543633762517874,0.32188841201716833,-3.3619456366237532,-3.648068669527893,55.61,56.1,54.04,53.88,61.51,20260622,eod_proxy,False
3,300033.SZ,同花顺,20260622,2026-06-22,246.7,14.9099,9838502479.94,0,0,软件服务,48.155688532616956,97.7751486899677,100.0,96.2134957411924,88.34771583811028,100.0,100.0,0.0,86.54738555373937,4.1757394907673095,4.1757394907673095,82.34661489020728,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,个股强、承接好、动量上,风险可控,20260623,0.0,True,244.91,258.36,249.4,242.42,296.04,-0.7255776246453127,4.726388325901909,1.0944466963923816,-1.7349006890960639,244.91,258.36,249.4,242.42,296.04,20260622,eod_proxy,False
4,603986.SH,兆易创新,20260622,2026-06-22,689.7,9.6502,34699907688.0,0,0,半导体,49.851260504201676,74.30776414987102,98.42552713256147,50.05541788849542,94.33333333333333,84.82523191453424,100.0,18.027860996157074,86.2505121585666,4.128481177458758,4.128481177458758,67.39059608411087,100.0,80.49303475096073,wp_rule_v2_1,disabled,0,0.0,A级,个股强、承接好、量价齐,风险可控,20260623,0.0,True,680.0,688.8,640.99,636.0,758.67,-1.406408583442087,-0.1304915180513344,-7.062490938089027,-7.7859939103958276,680.0,688.8,640.99,636.0,758.67,20260622,eod_proxy,False
5,603993.SH,洛阳钼业,20260622,2026-06-22,21.65,8.0339,14563357591.0,0,0,小金属,65.52966207241371,66.63342598536498,94.380918531083,84.65051457975987,89.43975107341666,100.0,100.0,0.0,85.88856536827154,4.071556262307998,4.071556262307998,77.60246538959962,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,承接好、动量上、量价齐,风险可控,20260623,0.0,True,21.6,21.61,19.49,19.49,23.82,-0.2309468822170757,-0.18475750577366945,-9.976905311778294,-9.976905311778294,21.6,21.61,19.49,19.49,23.82,20260622,eod_proxy,False
6,300274.SZ,阳光电源,20260622,2026-06-22,163.46,11.2124,18215161190.0,0,0,电气设备,62.43637289378773,63.64634400457798,63.221774898863146,80.8391741192879,91.70552219443006,81.62475054025496,100.0,0.0,84.78063353833244,3.901942829191623,3.901942829191623,68.622560007438,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,动量上、量价齐、热题材,风险可控,20260623,0.0,True,161.0,162.0,152.0,150.4,196.15,-1.5049553407561533,-0.8931848770341366,-7.010889514254259,-7.989722256209475,161.0,162.0,152.0,150.4,196.15,20260622,eod_proxy,False
7,300475.SZ,香农芯创,20260622,2026-06-22,287.8,12.9203,13352446971.1,0,0,元器件,75.01873498607381,79.86765760191773,79.32747101421207,30.43969955533539,93.01188212185316,69.317112913947,100.0,41.90243631139842,84.21034763571038,3.8173007221386035,3.8173007221386035,63.673433834710586,100.0,74.52439092215039,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260623,0.0,True,283.56,300.0,283.51,274.37,345.36,-1.4732453092425324,4.2390548992355725,-1.490618485059081,-4.666435024322446,283.56,300.0,283.51,274.37,345.36,20260622,eod_proxy,False
8,600392.SH,盛和资源,20260622,2026-06-22,34.48,8.9071,9900510846.0,0,0,小金属,65.52966207241371,69.14960686641332,89.17779379719117,64.51647455170874,89.43975107341666,86.12290198322017,100.0,22.239650900546714,83.28493996168243,3.6836916043034678,3.6836916043034678,68.92371403430256,100.0,79.44008727486332,wp_rule_v2_1,disabled,0,0.0,B级,承接好、量价齐、新高,风险可控,20260623,0.0,True,34.19,34.19,31.03,31.03,37.93,-0.8410672853828238,-0.8410672853828238,-10.005800464037106,-10.005800464037106,34.19,34.19,31.03,31.03,37.93,20260622,eod_proxy,False
9,688268.SH,华特气体,20260622,2026-06-22,219.06,16.2986,3381536198.0,0,0,化工原料,89.06331848395698,90.91510622466333,100.0,90.89974388680675,79.63173131638581,95.23119800687422,74.56030441720205,0.0,83.12095577807483,3.660489569029294,3.660489569029294,91.2624795220159,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260623,0.0,True,234.16,252.8,249.09,213.0,262.87,6.893088651510992,15.402172920661016,13.708572993700363,-2.7663653793481235,234.16,252.8,249.09,213.0,262.87,20260622,eod_proxy,False
10,300803.SZ,指南针,20260622,2026-06-22,105.6,10.2757,6397621563.43,0,0,软件服务,48.155688532616956,74.34723139888466,94.56903068023212,85.80916137643707,85.53580183285135,97.92033602104262,92.97021498685264,0.0,82.06841138325603,3.5148800660718167,3.5148800660718167,73.97783366753364,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260623,0.0,True,104.0,107.8,103.6,102.8,126.72,-1.5151515151515138,2.083333333333326,-1.8939393939393923,-2.651515151515149,104.0,107.8,103.6,102.8,126.72,20260622,eod_proxy,False
11,300059.SZ,东方财富,20260622,2026-06-22,20.97,12.7419,21981018561.0,0,0,证券,28.829983905281875,87.12690233568964,100.0,93.17569465491479,86.66014064935955,99.56457258112357,100.0,0.0,82.67985832904886,3.4928961614980243,3.4928961614980243,73.39253291499058,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260623,0.0,True,20.66,21.88,20.9,20.54,25.16,-1.4783023366714332,4.33953266571292,-0.3338102050548408,-2.050548402479735,20.66,21.88,20.9,20.54,25.16,20260622,eod_proxy,False
12,688820.SH,盛合晶微,20260622,2026-06-22,206.04,11.0129,6533336349.0,0,0,半导体,49.851260504201676,56.30898467276132,41.53462915500403,76.51885280729644,92.43052827921207,68.9209030983635,93.57632069803016,3.2871287128712616,81.7589951661893,3.4731473224894662,3.4731473224894662,56.85875123580285,100.0,84.17821782178218,wp_rule_v2_1,disabled,0,0.0,B级,动量上、量价齐、热题材,回落大,20260623,0.0,True,198.63,208.0,200.6,192.88,247.25,-3.596389050669768,0.9512715977480157,-2.640264026402639,-6.387109299165205,198.63,208.0,200.6,192.88,247.25,20260622,eod_proxy,False
13,002378.SZ,章源钨业,20260622,2026-06-22,40.52,9.1889,5987924589.2,0,0,小金属,65.52966207241371,65.583545880227,87.4558591429556,82.35621063235205,83.86346989946975,94.20788171906538,91.05929706513274,3.586919104991404,80.89890571460668,3.3596367935485456,3.3596367935485456,73.98158928325958,100.0,84.10327022375215,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260623,0.0,True,40.0,40.0,36.47,36.47,44.57,-1.2833168805528206,-1.2833168805528206,-9.995064165844036,-9.995064165844036,40.0,40.0,36.47,36.47,44.57,20260622,eod_proxy,False
14,300769.SZ,德方纳米,20260622,2026-06-22,74.16,8.7071,3351719977.5899997,0,0,化工原料,89.06331848395698,64.19963429167197,95.65440926879086,79.31454237067025,79.52944294949572,98.17248357168769,74.3045834999768,0.0,80.47845266938627,3.3054585538572665,3.3054585538572665,82.69280868246425,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、动量上,风险可控,20260623,0.0,True,72.5,76.28,74.0,72.1,88.99,-2.2384034519956852,2.8586839266451003,-0.21574973031283085,-2.777777777777779,72.5,76.28,74.0,72.1,88.99,20260622,eod_proxy,False
15,301358.SZ,湖南裕能,20260622,2026-06-22,85.86,12.8549,3528014472.5,0,0,电气设备,62.43637289378773,76.88253536920031,88.59359546719118,80.50144934442399,82.01940522790815,90.1479140826163,75.78470758369524,0.0,80.3425074491073,3.2881223024908737,3.2881223024908737,76.42974596523867,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260623,0.0,True,85.86,88.0,83.92,83.68,103.03,0.0,2.492429536454699,-2.259492196599111,-2.539017004425803,85.86,88.0,83.92,83.68,103.03,20260622,eod_proxy,False
16,002245.SZ,蔚蓝锂芯,20260622,2026-06-22,22.16,8.6275,3871156276.0299997,0,0,电气设备,62.43637289378773,59.99745018226424,90.33771945697596,80.14363006124431,83.09141358561328,93.76241893299934,78.46472847795803,0.0,80.00682259485929,3.245689905807832,3.245689905807832,72.8094436164333,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260623,0.0,True,21.81,22.62,21.9,21.4,24.38,-1.5794223826714915,2.0758122743682383,-1.1732851985559622,-3.429602888086647,21.81,22.62,21.9,21.4,24.38,20260622,eod_proxy,False
17,301396.SZ,宏景科技,20260622,2026-06-22,258.01,15.7151,5399384885.0,0,0,软件服务,48.155688532616956,91.04548486033583,100.0,36.48326116357008,82.40985098691432,77.7580092878604,88.07200453867677,0.0,79.58248252713317,3.192807875150805,3.192807875150805,72.9852894543105,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、量价齐,风险可控,20260623,0.0,True,254.0,265.5,248.0,244.0,309.61,-1.5542033254524967,2.9029882562691345,-3.879694585481175,-5.430022092166964,254.0,265.5,248.0,244.0,309.61,20260622,eod_proxy,False
