buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
1,核心,002156.SZ,通富微电,1,74.64,9.0909,半导体,5.162103307073764,85.35790672492853,75.88174365597368,85.0,0.0,97.48108513266911,76.76982075613385,97.13423831070894,0.2545551982851002,2.8713189690816376,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260625,0.0,True,76.67,79.38,77.81,74.0,82.1,2.7197213290460986,6.350482315112527,4.2470525187567,-0.8574490889603492,76.67,79.38,77.81,74.0,82.1,20260624,eod_proxy,False
2,核心,688037.SH,芯源微,11,318.0,12.0626,半导体,4.002123849606422,89.84256117966176,75.3473768750842,85.0,0.0,100.0,90.78307709082509,98.09104258443472,0.24528301886792558,4.296490652672991,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260625,0.0,True,318.0,349.0,333.0,317.27,381.6,0.0,9.748427672955984,4.716981132075482,-0.2295597484276768,318.0,349.0,333.0,317.27,381.6,20260624,eod_proxy,False
3,标准,600552.SH,凯盛科技,5,27.85,8.7466,元器件,4.27798864885593,84.1748184747392,71.6972732661881,82.73489420641752,9.060423174329886,97.78722228164354,76.21311384900439,96.31901840490805,0.43087971274684556,3.750155221656537,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260625,0.0,True,27.8,29.24,26.91,26.55,30.64,-0.17953321364452268,4.991023339317757,-3.375224416517064,-4.667863554757634,27.8,29.24,26.91,26.55,30.64,20260624,eod_proxy,False
4,标准,002475.SZ,立讯精密,2,75.05,8.2036,元器件,4.697521644377338,79.49491045021549,71.32769609508577,85.0,0.0,78.97663100786032,77.43547273982057,87.29674796747969,1.6655562958028058,3.3699095541986024,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260625,0.0,True,75.1,75.8,74.42,73.18,82.56,0.06662225183211579,0.9993337774816702,-0.839440373084599,-2.4916722185209683,75.1,75.8,74.42,73.18,82.56,20260624,eod_proxy,False
5,标准,300390.SZ,天华新能,6,98.83,12.781,电气设备,4.231198100955992,78.9445320997846,69.24311181917368,85.0,0.0,100.0,90.44538668858375,95.98853868194841,0.5666295659212839,4.526705446853518,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260625,0.0,True,98.64,100.98,94.98,94.58,118.6,-0.19224931700900783,2.175452797733479,-3.895578265708788,-4.300313669938283,98.64,100.98,94.98,94.58,118.6,20260624,eod_proxy,False
1,核心,300136.SZ,信维通信,1,116.73,13.1982,元器件,5.578132333769004,94.09334672868742,80.60420692996908,85.0,0.0,98.44276876212848,91.41445837605507,94.56094364351246,0.7110425768868334,4.040524079740937,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260626,0.0,True,114.63,121.4,118.19,113.12,140.08,-1.799023387304044,4.000685342242782,1.2507495930780488,-3.0926068705559806,114.63,121.4,118.19,113.12,140.08,20260625,eod_proxy,False
2,核心,300408.SZ,三环集团,2,163.62,12.6394,元器件,5.453487682727531,92.10019012153961,79.66223578884063,85.0,0.0,96.9353162554231,90.88587721062427,92.33333333333336,0.8434176751008327,3.2042386779361776,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260626,0.0,True,157.11,164.49,160.05,154.9,196.34,-3.978731206453978,0.531719838650524,-2.181884855152183,-5.32942183107199,157.11,164.49,160.05,154.9,196.34,20260625,eod_proxy,False
3,标准,300323.SZ,华灿光电,7,18.32,11.5713,半导体,3.8080541291301686,82.51077733041181,70.78198430636354,85.0,0.0,96.38056172396303,88.1406622048491,91.69675090252707,1.255458515283836,4.387464387464379,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260626,0.0,True,17.97,21.4,19.36,17.78,21.98,-1.9104803493449896,16.812227074235796,5.676855895196509,-2.9475982532751077,17.97,21.4,19.36,17.78,21.98,20260625,eod_proxy,False
4,标准,301308.SZ,江波龙,5,677.3,9.2455,半导体,4.569346138793346,74.67417681763773,67.45192162192191,85.0,0.0,74.17210547103429,82.69987540224804,76.43442622950818,1.6979182046360508,1.2860774637356132,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260626,0.0,True,656.0,690.5,679.6,650.0,812.76,-3.1448398051085125,1.9489148087996622,0.33958364092721016,-4.030710172744712,656.0,690.5,679.6,650.0,812.76,20260625,eod_proxy,False
5,标准,688025.SH,杰普特,12,498.29,18.9407,专用机械,3.2870988690213445,80.44803524863714,65.96895967756831,83.10730645527705,7.5707741788918055,100.0,95.63484926042315,95.92498036135116,0.8328483413273302,6.675087238551969,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260626,0.0,True,483.34,499.27,472.81,465.12,597.95,-3.000260892251505,0.19667262036162647,-5.113488129402555,-6.656766140199489,483.34,499.27,472.81,465.12,597.95,20260625,eod_proxy,False
1,核心,002456.SZ,欧菲光,2,9.52,8.8,元器件,3.7895544496914124,79.79757752435863,69.79240991795436,85.0,0.0,100.0,71.0232705473739,92.38095238095237,0.8403361344537785,3.216479942175643,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260629,0.0,True,9.35,9.51,8.93,8.86,10.47,-1.7857142857142905,-0.10504201680672232,-6.197478991596639,-6.932773109243695,9.35,9.51,8.93,8.86,10.47,20260626,eod_proxy,False
2,核心,688584.SH,上海合晶,8,33.88,15.9877,半导体,3.135794906938205,80.21318665388267,66.21665903223462,84.95665752656434,0.1733698937426098,85.32332576000579,98.16713420750865,82.64150943396236,2.715466351829976,3.5241393359136453,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260629,0.0,True,35.33,36.32,35.8,33.41,40.66,4.279811097992914,7.20188902007084,5.667060212514752,-1.3872491145218602,35.33,36.32,35.8,33.41,40.66,20260626,eod_proxy,False
3,标准,688535.SH,华海诚科,3,163.91,10.3771,半导体,3.588885429055586,70.11235801324172,61.359039159428164,83.88843597340005,4.446256106399828,71.84106135596683,85.10426111576612,77.37741456166417,3.7154536025867824,3.0902115348330206,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260629,0.0,True,169.1,188.35,186.01,157.5,196.69,3.166371789396627,14.910621682630708,13.483008968336275,-3.910682691721068,169.1,188.35,186.01,157.5,196.69,20260626,eod_proxy,False
4,标准,300762.SZ,上海瀚讯,4,45.25,11.8942,通信设备,3.3557745774006005,64.38603302881873,57.105394793940185,81.7831115249782,4.4465012685082765,74.45112757105456,91.9219590240199,78.43915343915342,3.602209944751378,3.2712057816660423,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260629,0.0,True,45.02,45.62,43.9,43.29,54.3,-0.5082872928176774,0.8176795580110419,-2.983425414364649,-4.33149171270718,45.02,45.62,43.9,43.29,54.3,20260626,eod_proxy,False
5,标准,603938.SH,三孚股份,9,75.81,8.7974,化工原料,3.074031466832506,64.74035319400902,48.6476461660898,68.80418593367163,64.78325626531348,95.79897054308117,56.505520682188205,87.94835007173596,1.1080332409972415,2.3813811110110716,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260629,0.0,True,76.49,81.82,74.98,70.31,83.39,0.8969792903310791,7.927714021896826,-1.0948423690805953,-7.254979554148533,76.49,81.82,74.98,70.31,83.39,20260626,eod_proxy,False
1,核心,688008.SH,澜起科技,1,296.06,13.0777,半导体,5.351286084214318,88.52370682934674,77.11823807621917,85.0,0.0,100.0,95.38924541921199,98.26889786497397,0.2026616226440625,3.9147323099962383,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260630,0.0,True,296.66,313.13,309.9,290.01,355.27,0.2026616226440625,5.765723164223457,4.674728095656278,-2.043504694994258,296.66,313.13,309.9,290.01,355.27,20260629,eod_proxy,False
2,核心,300024.SZ,机器人,24,18.1,18.9225,专用机械,3.4440101249458452,82.91013688659338,68.64907925922456,84.54585925414364,1.8165629834254318,96.31777262786255,98.71391853319045,94.61279461279462,0.8839779005524795,5.130687318489846,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260630,0.0,True,18.52,19.75,19.33,18.52,21.72,2.3204419889502725,9.116022099447507,6.7955801104972124,2.3204419889502725,18.52,19.75,19.33,18.52,21.72,20260629,eod_proxy,False
3,标准,600276.SH,恒瑞医药,18,52.93,8.7528,化学制药,3.5482564405191432,79.69395584046558,68.61413804674457,85.0,0.0,88.71822221712588,83.91560909995496,92.21311475409831,0.71792934063859,2.663735695351388,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260630,0.0,True,52.97,53.45,52.04,51.7,58.22,0.07557150954089487,0.9824296240317443,-1.6814660872850995,-2.3238239183827614,52.97,53.45,52.04,51.7,58.22,20260629,eod_proxy,False
4,标准,688629.SH,华丰科技,3,171.0,18.0776,元器件,4.562443994002866,78.62383605191833,68.17321499637515,85.0,0.0,80.57865517947043,98.10927504524895,87.23599632690542,1.6257309941520415,3.265026772414359,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260630,0.0,True,174.52,191.8,187.51,170.58,205.2,2.0584795321637595,12.163742690058488,9.654970760233915,-0.24561403508771562,174.52,191.8,187.51,170.58,205.2,20260629,eod_proxy,False
5,标准,688019.SH,安集科技,2,304.8,11.0463,半导体,4.589244717978446,76.58664344203719,67.87401417794077,85.0,0.0,73.20198880291643,85.4643704797307,83.11951384199865,1.6404199475065662,2.1927177630255645,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260630,0.0,True,306.37,339.98,339.46,303.02,365.76,0.5150918635170587,11.541994750656158,11.371391076115467,-0.5839895013123431,306.37,339.98,339.46,303.02,365.76,20260629,eod_proxy,False
1,核心,300975.SZ,商络电子,1,51.75,16.3183,元器件,5.441971335097862,93.8270010015777,78.48614616817247,84.54699800579711,1.8120079768115929,93.86847197578238,88.34187044517775,97.35023041474658,0.4444444444444473,5.590695776372168,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260701,0.0,True,52.5,53.75,50.61,47.66,62.1,1.449275362318847,3.864734299516903,-2.2028985507246412,-7.903381642512086,52.5,53.75,50.61,47.66,62.1,20260630,eod_proxy,False
2,核心,688691.SH,灿芯股份,14,115.93,14.7708,半导体,4.037861098035041,93.1839887105415,76.23247271002676,85.0,0.0,94.70415492830188,99.69901858547988,95.75949367088616,0.5779349607521578,4.33804338043382,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260701,0.0,True,117.59,119.16,110.5,109.3,139.12,1.4318985594755418,2.786164064521679,-4.683860950573626,-5.718968342965591,117.59,119.16,110.5,109.3,139.12,20260630,eod_proxy,False
3,标准,301095.SZ,广立微,6,118.05,13.9259,半导体,4.658226186078879,89.2555358358181,75.14484764749933,84.89044503939009,0.4382198424396449,84.80823896009268,95.54194468241853,90.3836048344719,1.5501905972045815,4.5368675836826355,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260701,0.0,True,123.02,128.77,123.21,118.31,141.66,4.210080474375255,9.080897924608223,4.371029224904688,0.22024565861922252,123.02,128.77,123.21,118.31,141.66,20260630,eod_proxy,False
4,标准,300474.SZ,景嘉微,19,60.48,14.0057,元器件,3.902251078041461,90.08189597718885,74.14495090124016,85.0,0.0,88.28742926212364,96.47534536253099,91.83197199533252,1.157407407407418,4.114305388190731,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260701,0.0,True,59.97,61.66,59.21,58.74,72.58,-0.8432539682539653,1.951058201058209,-2.099867724867721,-2.8769841269841168,59.97,61.66,59.21,58.74,72.58,20260630,eod_proxy,False
5,标准,300037.SZ,新宙邦,21,92.85,10.4963,化工原料,3.8208479119953265,75.75667461751567,66.60811460837178,85.0,0.0,92.39710431712703,84.79554435469115,94.51022604951555,0.5492730210016283,3.059789847565497,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260701,0.0,True,93.62,96.08,93.55,89.3,111.42,0.8292945611200864,3.478729133010239,0.7539041464728058,-3.8233710285406564,93.62,96.08,93.55,89.3,111.42,20260630,eod_proxy,False
1,核心,002422.SZ,科伦药业,7,41.95,8.9045,化学制药,3.202806101673267,79.4172745128894,68.03709433778599,85.0,0.0,94.83726097658236,86.33410463969584,92.29357798165147,1.001191895113207,3.8023754536456567,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260702,0.0,True,41.19,45.68,44.75,41.01,46.15,-1.811680572109664,8.89153754469605,6.674612634088195,-2.2407628128724766,41.19,45.68,44.75,41.01,46.15,20260701,eod_proxy,False
2,核心,300199.SZ,翰宇药业,13,23.93,8.3786,化学制药,3.0102656750678514,77.1476163015097,65.76142045946035,85.0,0.0,92.07998130451237,77.42914488000207,92.4242424242425,0.6268282490597521,2.3962344886606646,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260702,0.0,True,24.03,25.2,23.1,22.92,28.72,0.41788549937318287,5.307145842039285,-3.4684496447973223,-4.220643543669023,24.03,25.2,23.1,22.92,28.72,20260701,eod_proxy,False
3,标准,300323.SZ,华灿光电,1,22.14,8.5294,半导体,4.046453990964054,71.25817137724388,63.55704807401129,80.43698091325611,9.83102371539661,100.0,70.99718966189928,98.56630824372763,0.18066847335138636,4.2536493486108995,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260702,0.0,True,20.5,22.7,20.69,19.43,26.57,-7.4074074074074066,2.5293586269195867,-6.54923215898825,-12.240289069557363,20.5,22.7,20.69,19.43,26.57,20260701,eod_proxy,False
4,标准,301421.SZ,波长光电,2,121.0,16.8518,元器件,3.750684844335734,73.68286484396032,61.267030267598734,82.64628491045451,0.993807726602973,67.39716040810998,74.1366910848243,83.11755567063696,2.694214876033052,3.6520944576111436,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260702,0.0,True,114.68,117.0,112.25,110.0,145.2,-5.223140495867762,-3.3057851239669422,-7.23140495867769,-9.090909090909093,114.68,117.0,112.25,110.0,145.2,20260701,eod_proxy,False
5,标准,605020.SH,永和股份,5,43.99,8.0305,化工原料,3.260810594696499,67.6758381397465,60.698333440833316,82.89473684210526,0.0,70.48833928184386,84.29605498209045,78.43665768194079,1.8185951352580165,1.6248267364854518,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260702,1.0,True,42.69,48.39,48.39,41.29,48.39,-2.9552170947942824,10.002273243919069,10.002273243919069,-6.137758581495801,42.69,48.39,48.39,41.29,48.39,20260701,eod_proxy,False
1,核心,300069.SZ,金利华电,3,39.36,18.021,电气设备,3.5713513897957205,82.46860418044008,67.38454709810904,82.06984873234916,3.2995524390243998,96.54903204708302,71.49387608898252,90.46242774566468,1.67682926829269,4.97866287339972,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260703,0.0,True,38.94,41.05,38.29,36.8,47.23,-1.0670731707317138,4.293699186991873,-2.718495934959353,-6.504065040650408,38.94,41.05,38.29,36.8,47.23,20260702,eod_proxy,False
2,核心,300418.SZ,昆仑万维,4,45.55,12.1921,互联网,3.2996573638961317,70.38526282803726,61.467952429031804,82.73069833716563,0.6561540197585088,85.80369830775311,92.11194843120768,82.20451527224432,2.941822173435793,3.679817905918048,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260703,0.0,True,44.3,46.69,42.66,42.42,54.66,-2.7442371020856227,2.5027442371020836,-6.344676180021958,-6.871569703622383,44.3,46.69,42.66,42.42,54.66,20260702,eod_proxy,False
3,标准,603078.SH,江化微,1,56.9,8.0517,半导体,4.256917711045658,65.6623528547776,58.19416195294876,76.44605034659835,25.794745982027628,99.01390064811271,67.23649087379259,90.22770398481971,1.8101933216168709,5.227468869436569,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260703,0.0,True,54.44,59.5,56.26,51.21,62.59,-4.323374340949037,4.569420035149396,-1.1247803163444647,-9.999999999999998,54.44,59.5,56.26,51.21,62.59,20260702,eod_proxy,False
1,核心,300115.SZ,长盈精密,1,33.18,10.7846,元器件,4.435195518405174,75.15656822429372,67.24922049331403,82.89473684210526,0.0,85.00923545608768,77.60790699640016,83.59788359788367,1.868595539481599,2.6185567010309274,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260706,0.0,True,32.0,32.75,30.74,30.71,39.82,-3.5563592525617804,-1.295961422543701,-7.353827606992169,-7.444243520192884,32.0,32.75,30.74,30.71,39.82,20260703,eod_proxy,False
2,核心,301005.SZ,超捷股份,9,118.64,11.7348,汽车配件,3.3245195825959426,79.21687204807935,67.0258923177361,82.89473684210526,0.0,86.69953225823762,93.7769200511358,84.53453453453452,1.736345246122717,2.6534379326257573,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260706,0.0,True,119.0,120.2,107.01,107.01,142.37,0.30343897505056283,1.31490222521915,-9.802764666217122,-9.802764666217122,119.0,120.2,107.01,107.01,142.37,20260703,eod_proxy,False
3,标准,688661.SH,和林微纳,11,174.37,11.4114,元器件,3.1579614359106305,78.30076761145972,66.00063927405867,81.77054329371816,4.49677419354839,95.08331053831382,90.45821312348097,88.80851063829789,1.5082869759706297,3.6128112187295836,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260706,0.0,True,175.37,175.92,152.07,145.73,209.24,0.5734931467568982,0.8889143774731822,-12.788897172678793,-16.424843723117522,175.37,175.92,152.07,145.73,209.24,20260703,eod_proxy,False
4,标准,688017.SH,绿的谐波,5,488.0,18.1455,机械基件,3.8060394368741624,79.49397944999755,65.31717551486344,79.72199613069554,12.690962845638854,96.58261516061197,87.22473708465158,90.35992952428893,1.569672131147537,4.581886760104559,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260706,0.0,True,475.0,488.18,453.98,453.5,585.6,-2.6639344262295084,0.036885245901641106,-6.971311475409836,-7.0696721311475414,475.0,488.18,453.98,453.5,585.6,20260703,eod_proxy,False
5,标准,603667.SH,五洲新春,8,76.15,8.5067,机械基件,3.527467310442906,72.75941410841716,64.81791741864865,82.89473684210526,0.0,91.53835377781527,78.8852367172311,87.34939759036148,1.3788575180564644,2.789651293588302,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260706,0.0,True,73.36,73.8,68.54,68.54,83.77,-3.6638214051214812,-3.0860144451740124,-9.993434011818781,-9.993434011818781,73.36,73.8,68.54,68.54,83.77,20260703,eod_proxy,False
1,核心,688372.SH,伟测科技,1,180.88,11.4479,半导体,4.169993704590301,73.75145092187847,63.51067646952365,80.0296845053811,11.460209346896633,70.4267759161247,85.11357385047228,68.07407407407405,4.7655904467049925,1.831556823299807,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、强均价,20260707,0.0,True,179.4,189.93,182.14,176.0,217.06,-0.8182220256523598,5.003317116320227,0.6965944272445679,-2.697921273772663,179.4,189.93,182.14,176.0,217.06,20260706,eod_proxy,False
2,核心,688347.SH,华虹宏力,4,309.68,8.6596,半导体,3.909688744566718,68.73163782157432,61.17207651407322,82.13566554838954,3.036285174862899,74.6088430664333,50.30917672379899,74.2928660826033,3.316326530612246,2.133834636060805,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、强均价,20260707,0.0,True,308.04,335.0,324.0,300.1,371.62,-0.5295789201756662,8.176181865151122,4.624128132265559,-3.093515887367604,308.04,335.0,324.0,300.1,371.62,20260706,eod_proxy,False
3,标准,688629.SH,华丰科技,5,201.26,11.8111,元器件,3.820882179108704,65.19245965064945,53.677029000187844,74.6761949009346,32.87416776468261,60.94808714457652,87.23139279041585,61.33879781420758,5.62456523899435,1.1119670429045048,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强均价、低风险,20260707,0.0,True,200.51,212.0,199.4,196.0,241.51,-0.3726522905694085,5.336380800953999,-0.9241776806121371,-2.6135347311934787,200.51,212.0,199.4,196.0,241.51,20260706,eod_proxy,False
1,核心,688584.SH,上海合晶,4,35.71,15.3051,半导体,3.9967546120748163,90.17416200597889,73.18516838867333,83.08502024291498,7.659919028340091,100.0,79.46262776241859,98.15837937384896,0.28003360403248134,4.5593,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260708,0.0,True,35.0,37.51,33.56,32.89,42.85,-1.988238588630642,5.040604872584709,-6.020722486698404,-7.896947633716045,35.0,37.51,33.56,32.89,42.85,20260707,eod_proxy,False
