ts_code,entry_benchmark_slot,entry_benchmark_price,entry_benchmark_amount,entry_benchmark_bar_time,data_age_seconds,up_limit,entry_benchmark_distance_to_up_limit_pct
000651.SZ,14:05,40.01,24786289.0,2026-08-14 14:05:00,120.0,44.26,10.622344413896535
002497.SZ,14:05,19.11,9816623.0,2026-08-14 14:05:00,120.0,20.71,8.372579801151247
600030.SH,14:05,27.34,41827970.0,2026-08-14 14:05:00,120.0,30.62,11.997073884418441
600887.SH,14:05,25.52,16830773.0,2026-08-14 14:05:00,120.0,28.48,11.598746081504707
601318.SH,14:05,51.81,75223783.0,2026-08-14 14:05:00,120.0,58.08,12.101910828025474
